Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
6 	 19 	 268 	 58.771929824561404 MHZ
6 	 19 	 269 	 58.991228070175445 MHZ
6 	 19 	 270 	 59.21052631578947 MHZ
6 	 19 	 271 	 59.42982456140351 MHZ
6 	 19 	 272 	 59.64912280701754 MHZ
6 	 19 	 273 	 59.86842105263158 MHZ
6 	 19 	 274 	 60.08771929824562 MHZ
6 	 19 	 275 	 60.30701754385965 MHZ
6 	 19 	 276 	 60.52631578947368 MHZ
6 	 19 	 277 	 60.74561403508772 MHZ
6 	 19 	 278 	 60.96491228070175 MHZ
6 	 19 	 279 	 61.18421052631579 MHZ
6 	 19 	 280 	 61.40350877192983 MHZ
6 	 19 	 281 	 61.62280701754386 MHZ
6 	 19 	 282 	 61.84210526315789 MHZ
6 	 19 	 283 	 62.061403508771924 MHZ
6 	 19 	 284 	 62.280701754385966 MHZ
6 	 19 	 285 	 62.5 MHZ
6 	 19 	 286 	 62.719298245614034 MHZ
6 	 19 	 287 	 62.938596491228076 MHZ
6 	 19 	 288 	 63.15789473684211 MHZ
6 	 19 	 289 	 63.37719298245614 MHZ
6 	 19 	 290 	 63.59649122807017 MHZ
6 	 19 	 291 	 63.81578947368421 MHZ
6 	 19 	 292 	 64.03508771929825 MHZ
6 	 19 	 293 	 64.25438596491229 MHZ
6 	 19 	 294 	 64.47368421052632 MHZ
6 	 19 	 295 	 64.69298245614034 MHZ
6 	 19 	 296 	 64.91228070175438 MHZ
6 	 19 	 297 	 65.13157894736842 MHZ
6 	 19 	 298 	 65.35087719298245 MHZ
6 	 19 	 299 	 65.5701754385965 MHZ
6 	 19 	 300 	 65.78947368421053 MHZ
6 	 19 	 301 	 66.00877192982456 MHZ
6 	 19 	 302 	 66.22807017543859 MHZ
6 	 19 	 303 	 66.44736842105263 MHZ
6 	 19 	 304 	 66.66666666666667 MHZ
6 	 19 	 305 	 66.8859649122807 MHZ
6 	 19 	 306 	 67.10526315789474 MHZ
6 	 19 	 307 	 67.32456140350878 MHZ
6 	 19 	 308 	 67.54385964912281 MHZ
6 	 19 	 309 	 67.76315789473684 MHZ
6 	 19 	 310 	 67.98245614035088 MHZ
6 	 19 	 311 	 68.20175438596492 MHZ
6 	 19 	 312 	 68.42105263157895 MHZ
6 	 19 	 313 	 68.64035087719299 MHZ
6 	 19 	 314 	 68.85964912280701 MHZ
6 	 19 	 315 	 69.07894736842105 MHZ
6 	 19 	 316 	 69.29824561403508 MHZ
6 	 19 	 317 	 69.51754385964912 MHZ
6 	 19 	 318 	 69.73684210526316 MHZ
6 	 19 	 319 	 69.95614035087719 MHZ
6 	 19 	 320 	 70.17543859649122 MHZ
6 	 19 	 321 	 70.39473684210526 MHZ
6 	 19 	 322 	 70.6140350877193 MHZ
6 	 19 	 323 	 70.83333333333333 MHZ
6 	 19 	 324 	 71.05263157894737 MHZ
6 	 19 	 325 	 71.27192982456141 MHZ
6 	 19 	 326 	 71.49122807017544 MHZ
6 	 19 	 327 	 71.71052631578947 MHZ
6 	 19 	 328 	 71.9298245614035 MHZ
6 	 20 	 192 	 40.0 MHZ
6 	 20 	 193 	 40.208333333333336 MHZ
6 	 20 	 194 	 40.416666666666664 MHZ
6 	 20 	 195 	 40.625 MHZ
6 	 20 	 196 	 40.833333333333336 MHZ
6 	 20 	 197 	 41.041666666666664 MHZ
6 	 20 	 198 	 41.25 MHZ
6 	 20 	 199 	 41.458333333333336 MHZ
6 	 20 	 200 	 41.666666666666664 MHZ
6 	 20 	 201 	 41.875 MHZ
6 	 20 	 202 	 42.083333333333336 MHZ
6 	 20 	 203 	 42.291666666666664 MHZ
6 	 20 	 204 	 42.5 MHZ
6 	 20 	 205 	 42.708333333333336 MHZ
6 	 20 	 206 	 42.916666666666664 MHZ
6 	 20 	 207 	 43.125 MHZ
6 	 20 	 208 	 43.333333333333336 MHZ
6 	 20 	 209 	 43.541666666666664 MHZ
6 	 20 	 210 	 43.75 MHZ
6 	 20 	 211 	 43.958333333333336 MHZ
6 	 20 	 212 	 44.166666666666664 MHZ
6 	 20 	 213 	 44.375 MHZ
6 	 20 	 214 	 44.583333333333336 MHZ
6 	 20 	 215 	 44.791666666666664 MHZ
6 	 20 	 216 	 45.0 MHZ
6 	 20 	 217 	 45.208333333333336 MHZ
6 	 20 	 218 	 45.416666666666664 MHZ
6 	 20 	 219 	 45.625 MHZ
6 	 20 	 220 	 45.833333333333336 MHZ
6 	 20 	 221 	 46.041666666666664 MHZ
6 	 20 	 222 	 46.25 MHZ
6 	 20 	 223 	 46.458333333333336 MHZ
6 	 20 	 224 	 46.666666666666664 MHZ
6 	 20 	 225 	 46.875 MHZ
6 	 20 	 226 	 47.083333333333336 MHZ
6 	 20 	 227 	 47.291666666666664 MHZ
6 	 20 	 228 	 47.5 MHZ
6 	 20 	 229 	 47.708333333333336 MHZ
6 	 20 	 230 	 47.916666666666664 MHZ
6 	 20 	 231 	 48.125 MHZ
6 	 20 	 232 	 48.333333333333336 MHZ
6 	 20 	 233 	 48.541666666666664 MHZ
6 	 20 	 234 	 48.75 MHZ
6 	 20 	 235 	 48.958333333333336 MHZ
6 	 20 	 236 	 49.166666666666664 MHZ
6 	 20 	 237 	 49.375 MHZ
6 	 20 	 238 	 49.583333333333336 MHZ
6 	 20 	 239 	 49.791666666666664 MHZ
6 	 20 	 240 	 50.0 MHZ
6 	 20 	 241 	 50.208333333333336 MHZ
6 	 20 	 242 	 50.416666666666664 MHZ
6 	 20 	 243 	 50.625 MHZ
6 	 20 	 244 	 50.833333333333336 MHZ
6 	 20 	 245 	 51.041666666666664 MHZ
6 	 20 	 246 	 51.25 MHZ
6 	 20 	 247 	 51.458333333333336 MHZ
6 	 20 	 248 	 51.666666666666664 MHZ
6 	 20 	 249 	 51.875 MHZ
6 	 20 	 250 	 52.083333333333336 MHZ
6 	 20 	 251 	 52.291666666666664 MHZ
6 	 20 	 252 	 52.5 MHZ
6 	 20 	 253 	 52.708333333333336 MHZ
6 	 20 	 254 	 52.916666666666664 MHZ
6 	 20 	 255 	 53.125 MHZ
6 	 20 	 256 	 53.333333333333336 MHZ
6 	 20 	 257 	 53.541666666666664 MHZ
6 	 20 	 258 	 53.75 MHZ
6 	 20 	 259 	 53.958333333333336 MHZ
6 	 20 	 260 	 54.166666666666664 MHZ
6 	 20 	 261 	 54.375 MHZ
6 	 20 	 262 	 54.583333333333336 MHZ
6 	 20 	 263 	 54.791666666666664 MHZ
6 	 20 	 264 	 55.0 MHZ
6 	 20 	 265 	 55.208333333333336 MHZ
6 	 20 	 266 	 55.416666666666664 MHZ
6 	 20 	 267 	 55.625 MHZ
6 	 20 	 268 	 55.833333333333336 MHZ
6 	 20 	 269 	 56.041666666666664 MHZ
6 	 20 	 270 	 56.25 MHZ
6 	 20 	 271 	 56.458333333333336 MHZ
6 	 20 	 272 	 56.666666666666664 MHZ
6 	 20 	 273 	 56.875 MHZ
6 	 20 	 274 	 57.083333333333336 MHZ
6 	 20 	 275 	 57.291666666666664 MHZ
6 	 20 	 276 	 57.5 MHZ
6 	 20 	 277 	 57.708333333333336 MHZ
6 	 20 	 278 	 57.916666666666664 MHZ
6 	 20 	 279 	 58.125 MHZ
6 	 20 	 280 	 58.333333333333336 MHZ
6 	 20 	 281 	 58.541666666666664 MHZ
6 	 20 	 282 	 58.75 MHZ
6 	 20 	 283 	 58.958333333333336 MHZ
6 	 20 	 284 	 59.166666666666664 MHZ
6 	 20 	 285 	 59.375 MHZ
6 	 20 	 286 	 59.583333333333336 MHZ
6 	 20 	 287 	 59.791666666666664 MHZ
6 	 20 	 288 	 60.0 MHZ
6 	 20 	 289 	 60.208333333333336 MHZ
6 	 20 	 290 	 60.416666666666664 MHZ
6 	 20 	 291 	 60.625 MHZ
6 	 20 	 292 	 60.833333333333336 MHZ
6 	 20 	 293 	 61.041666666666664 MHZ
6 	 20 	 294 	 61.25 MHZ
6 	 20 	 295 	 61.458333333333336 MHZ
6 	 20 	 296 	 61.666666666666664 MHZ
6 	 20 	 297 	 61.875 MHZ
6 	 20 	 298 	 62.083333333333336 MHZ
6 	 20 	 299 	 62.291666666666664 MHZ
6 	 20 	 300 	 62.5 MHZ
6 	 20 	 301 	 62.708333333333336 MHZ
6 	 20 	 302 	 62.916666666666664 MHZ
6 	 20 	 303 	 63.125 MHZ
6 	 20 	 304 	 63.333333333333336 MHZ
6 	 20 	 305 	 63.541666666666664 MHZ
6 	 20 	 306 	 63.75 MHZ
6 	 20 	 307 	 63.958333333333336 MHZ
6 	 20 	 308 	 64.16666666666667 MHZ
6 	 20 	 309 	 64.375 MHZ
6 	 20 	 310 	 64.58333333333333 MHZ
6 	 20 	 311 	 64.79166666666667 MHZ
6 	 20 	 312 	 65.0 MHZ
6 	 20 	 313 	 65.20833333333333 MHZ
6 	 20 	 314 	 65.41666666666667 MHZ
6 	 20 	 315 	 65.625 MHZ
6 	 20 	 316 	 65.83333333333333 MHZ
6 	 20 	 317 	 66.04166666666667 MHZ
6 	 20 	 318 	 66.25 MHZ
6 	 20 	 319 	 66.45833333333333 MHZ
6 	 20 	 320 	 66.66666666666667 MHZ
6 	 20 	 321 	 66.875 MHZ
6 	 20 	 322 	 67.08333333333333 MHZ
6 	 20 	 323 	 67.29166666666667 MHZ
6 	 20 	 324 	 67.5 MHZ
6 	 20 	 325 	 67.70833333333333 MHZ
6 	 20 	 326 	 67.91666666666667 MHZ
6 	 20 	 327 	 68.125 MHZ
6 	 20 	 328 	 68.33333333333333 MHZ
6 	 20 	 329 	 68.54166666666667 MHZ
6 	 20 	 330 	 68.75 MHZ
6 	 20 	 331 	 68.95833333333333 MHZ
6 	 20 	 332 	 69.16666666666667 MHZ
6 	 20 	 333 	 69.375 MHZ
6 	 20 	 334 	 69.58333333333333 MHZ
6 	 20 	 335 	 69.79166666666667 MHZ
6 	 20 	 336 	 70.0 MHZ
6 	 20 	 337 	 70.20833333333333 MHZ
6 	 20 	 338 	 70.41666666666667 MHZ
6 	 20 	 339 	 70.625 MHZ
6 	 20 	 340 	 70.83333333333333 MHZ
6 	 20 	 341 	 71.04166666666667 MHZ
6 	 20 	 342 	 71.25 MHZ
6 	 20 	 343 	 71.45833333333333 MHZ
6 	 20 	 344 	 71.66666666666667 MHZ
6 	 20 	 345 	 71.875 MHZ
6 	 21 	 192 	 38.095238095238095 MHZ
6 	 21 	 193 	 38.29365079365079 MHZ
6 	 21 	 194 	 38.492063492063494 MHZ
6 	 21 	 195 	 38.69047619047619 MHZ
6 	 21 	 196 	 38.88888888888889 MHZ
6 	 21 	 197 	 39.08730158730159 MHZ
6 	 21 	 198 	 39.285714285714285 MHZ
6 	 21 	 199 	 39.48412698412698 MHZ
6 	 21 	 200 	 39.682539682539684 MHZ
6 	 21 	 201 	 39.88095238095238 MHZ
6 	 21 	 202 	 40.07936507936508 MHZ
6 	 21 	 203 	 40.27777777777778 MHZ
6 	 21 	 204 	 40.476190476190474 MHZ
6 	 21 	 205 	 40.67460317460317 MHZ
6 	 21 	 206 	 40.87301587301587 MHZ
6 	 21 	 207 	 41.07142857142857 MHZ
6 	 21 	 208 	 41.26984126984127 MHZ
6 	 21 	 209 	 41.46825396825397 MHZ
6 	 21 	 210 	 41.666666666666664 MHZ
6 	 21 	 211 	 41.86507936507937 MHZ
6 	 21 	 212 	 42.06349206349206 MHZ
6 	 21 	 213 	 42.261904761904766 MHZ
6 	 21 	 214 	 42.46031746031746 MHZ
6 	 21 	 215 	 42.65873015873016 MHZ
6 	 21 	 216 	 42.85714285714286 MHZ
6 	 21 	 217 	 43.05555555555555 MHZ
6 	 21 	 218 	 43.25396825396825 MHZ
6 	 21 	 219 	 43.452380952380956 MHZ
6 	 21 	 220 	 43.65079365079365 MHZ
6 	 21 	 221 	 43.84920634920635 MHZ
6 	 21 	 222 	 44.047619047619044 MHZ
6 	 21 	 223 	 44.24603174603175 MHZ
6 	 21 	 224 	 44.44444444444445 MHZ
6 	 21 	 225 	 44.64285714285714 MHZ
6 	 21 	 226 	 44.84126984126984 MHZ
6 	 21 	 227 	 45.03968253968254 MHZ
6 	 21 	 228 	 45.23809523809524 MHZ
6 	 21 	 229 	 45.43650793650793 MHZ
6 	 21 	 230 	 45.63492063492063 MHZ
6 	 21 	 231 	 45.833333333333336 MHZ
6 	 21 	 232 	 46.03174603174603 MHZ
6 	 21 	 233 	 46.230158730158735 MHZ
6 	 21 	 234 	 46.42857142857142 MHZ
6 	 21 	 235 	 46.62698412698413 MHZ
6 	 21 	 236 	 46.82539682539683 MHZ
6 	 21 	 237 	 47.023809523809526 MHZ
6 	 21 	 238 	 47.22222222222222 MHZ
6 	 21 	 239 	 47.42063492063492 MHZ
6 	 21 	 240 	 47.61904761904762 MHZ
6 	 21 	 241 	 47.81746031746032 MHZ
6 	 21 	 242 	 48.01587301587301 MHZ
6 	 21 	 243 	 48.214285714285715 MHZ
6 	 21 	 244 	 48.41269841269841 MHZ
6 	 21 	 245 	 48.611111111111114 MHZ
6 	 21 	 246 	 48.8095238095238 MHZ
6 	 21 	 247 	 49.007936507936506 MHZ
6 	 21 	 248 	 49.20634920634921 MHZ
6 	 21 	 249 	 49.404761904761905 MHZ
6 	 21 	 250 	 49.6031746031746 MHZ
6 	 21 	 251 	 49.8015873015873 MHZ
6 	 21 	 252 	 50.0 MHZ
6 	 21 	 253 	 50.1984126984127 MHZ
6 	 21 	 254 	 50.3968253968254 MHZ
6 	 21 	 255 	 50.595238095238095 MHZ
6 	 21 	 256 	 50.79365079365079 MHZ
6 	 21 	 257 	 50.992063492063494 MHZ
6 	 21 	 258 	 51.1904761904762 MHZ
6 	 21 	 259 	 51.388888888888886 MHZ
6 	 21 	 260 	 51.58730158730159 MHZ
6 	 21 	 261 	 51.785714285714285 MHZ
6 	 21 	 262 	 51.98412698412699 MHZ
6 	 21 	 263 	 52.18253968253968 MHZ
6 	 21 	 264 	 52.38095238095238 MHZ
6 	 21 	 265 	 52.57936507936508 MHZ
6 	 21 	 266 	 52.77777777777778 MHZ
6 	 21 	 267 	 52.976190476190474 MHZ
6 	 21 	 268 	 53.17460317460317 MHZ
6 	 21 	 269 	 53.37301587301587 MHZ
6 	 21 	 270 	 53.57142857142858 MHZ
6 	 21 	 271 	 53.769841269841265 MHZ
6 	 21 	 272 	 53.96825396825397 MHZ
6 	 21 	 273 	 54.166666666666664 MHZ
6 	 21 	 274 	 54.36507936507937 MHZ
6 	 21 	 275 	 54.56349206349207 MHZ
6 	 21 	 276 	 54.76190476190476 MHZ
6 	 21 	 277 	 54.96031746031746 MHZ
6 	 21 	 278 	 55.15873015873016 MHZ
6 	 21 	 279 	 55.35714285714286 MHZ
6 	 21 	 280 	 55.55555555555555 MHZ
6 	 21 	 281 	 55.75396825396825 MHZ
6 	 21 	 282 	 55.952380952380956 MHZ
6 	 21 	 283 	 56.15079365079365 MHZ
6 	 21 	 284 	 56.34920634920635 MHZ
6 	 21 	 285 	 56.547619047619044 MHZ
6 	 21 	 286 	 56.74603174603175 MHZ
6 	 21 	 287 	 56.94444444444445 MHZ
6 	 21 	 288 	 57.14285714285714 MHZ
6 	 21 	 289 	 57.34126984126984 MHZ
6 	 21 	 290 	 57.53968253968254 MHZ
6 	 21 	 291 	 57.73809523809524 MHZ
6 	 21 	 292 	 57.93650793650793 MHZ
6 	 21 	 293 	 58.13492063492063 MHZ
6 	 21 	 294 	 58.333333333333336 MHZ
6 	 21 	 295 	 58.53174603174603 MHZ
6 	 21 	 296 	 58.730158730158735 MHZ
6 	 21 	 297 	 58.92857142857142 MHZ
6 	 21 	 298 	 59.12698412698413 MHZ
6 	 21 	 299 	 59.32539682539683 MHZ
6 	 21 	 300 	 59.523809523809526 MHZ
6 	 21 	 301 	 59.72222222222222 MHZ
6 	 21 	 302 	 59.92063492063492 MHZ
6 	 21 	 303 	 60.11904761904762 MHZ
6 	 21 	 304 	 60.31746031746032 MHZ
6 	 21 	 305 	 60.51587301587301 MHZ
6 	 21 	 306 	 60.714285714285715 MHZ
6 	 21 	 307 	 60.91269841269841 MHZ
6 	 21 	 308 	 61.111111111111114 MHZ
6 	 21 	 309 	 61.3095238095238 MHZ
6 	 21 	 310 	 61.507936507936506 MHZ
6 	 21 	 311 	 61.70634920634921 MHZ
6 	 21 	 312 	 61.904761904761905 MHZ
6 	 21 	 313 	 62.1031746031746 MHZ
6 	 21 	 314 	 62.3015873015873 MHZ
6 	 21 	 315 	 62.5 MHZ
6 	 21 	 316 	 62.6984126984127 MHZ
6 	 21 	 317 	 62.8968253968254 MHZ
6 	 21 	 318 	 63.095238095238095 MHZ
6 	 21 	 319 	 63.29365079365079 MHZ
6 	 21 	 320 	 63.492063492063494 MHZ
6 	 21 	 321 	 63.6904761904762 MHZ
6 	 21 	 322 	 63.888888888888886 MHZ
6 	 21 	 323 	 64.08730158730158 MHZ
6 	 21 	 324 	 64.28571428571429 MHZ
6 	 21 	 325 	 64.48412698412699 MHZ
6 	 21 	 326 	 64.68253968253968 MHZ
6 	 21 	 327 	 64.88095238095238 MHZ
6 	 21 	 328 	 65.07936507936508 MHZ
6 	 21 	 329 	 65.27777777777779 MHZ
6 	 21 	 330 	 65.47619047619047 MHZ
6 	 21 	 331 	 65.67460317460318 MHZ
6 	 21 	 332 	 65.87301587301587 MHZ
6 	 21 	 333 	 66.07142857142857 MHZ
6 	 21 	 334 	 66.26984126984127 MHZ
6 	 21 	 335 	 66.46825396825396 MHZ
6 	 21 	 336 	 66.66666666666667 MHZ
6 	 21 	 337 	 66.86507936507937 MHZ
6 	 21 	 338 	 67.06349206349206 MHZ
6 	 21 	 339 	 67.26190476190476 MHZ
6 	 21 	 340 	 67.46031746031746 MHZ
6 	 21 	 341 	 67.65873015873017 MHZ
6 	 21 	 342 	 67.85714285714286 MHZ
6 	 21 	 343 	 68.05555555555556 MHZ
6 	 21 	 344 	 68.25396825396825 MHZ
6 	 21 	 345 	 68.45238095238095 MHZ
6 	 21 	 346 	 68.65079365079366 MHZ
6 	 21 	 347 	 68.84920634920634 MHZ
6 	 21 	 348 	 69.04761904761905 MHZ
6 	 21 	 349 	 69.24603174603175 MHZ
6 	 21 	 350 	 69.44444444444444 MHZ
6 	 21 	 351 	 69.64285714285714 MHZ
6 	 21 	 352 	 69.84126984126983 MHZ
6 	 21 	 353 	 70.03968253968254 MHZ
6 	 21 	 354 	 70.23809523809524 MHZ
6 	 21 	 355 	 70.43650793650794 MHZ
6 	 21 	 356 	 70.63492063492063 MHZ
6 	 21 	 357 	 70.83333333333333 MHZ
6 	 21 	 358 	 71.03174603174604 MHZ
6 	 21 	 359 	 71.23015873015873 MHZ
6 	 21 	 360 	 71.42857142857143 MHZ
6 	 21 	 361 	 71.62698412698413 MHZ
6 	 21 	 362 	 71.82539682539682 MHZ
6 	 22 	 192 	 36.36363636363637 MHZ
6 	 22 	 193 	 36.553030303030305 MHZ
6 	 22 	 194 	 36.74242424242424 MHZ
6 	 22 	 195 	 36.93181818181818 MHZ
6 	 22 	 196 	 37.12121212121212 MHZ
6 	 22 	 197 	 37.31060606060606 MHZ
6 	 22 	 198 	 37.5 MHZ
6 	 22 	 199 	 37.68939393939394 MHZ
6 	 22 	 200 	 37.87878787878788 MHZ
6 	 22 	 201 	 38.06818181818182 MHZ
6 	 22 	 202 	 38.25757575757576 MHZ
6 	 22 	 203 	 38.446969696969695 MHZ
6 	 22 	 204 	 38.63636363636363 MHZ
6 	 22 	 205 	 38.82575757575758 MHZ
6 	 22 	 206 	 39.015151515151516 MHZ
6 	 22 	 207 	 39.20454545454545 MHZ
6 	 22 	 208 	 39.3939393939394 MHZ
6 	 22 	 209 	 39.583333333333336 MHZ
6 	 22 	 210 	 39.77272727272727 MHZ
6 	 22 	 211 	 39.96212121212121 MHZ
6 	 22 	 212 	 40.15151515151515 MHZ
6 	 22 	 213 	 40.340909090909086 MHZ
6 	 22 	 214 	 40.53030303030303 MHZ
6 	 22 	 215 	 40.71969696969697 MHZ
6 	 22 	 216 	 40.909090909090914 MHZ
6 	 22 	 217 	 41.09848484848485 MHZ
6 	 22 	 218 	 41.28787878787879 MHZ
6 	 22 	 219 	 41.47727272727273 MHZ
6 	 22 	 220 	 41.666666666666664 MHZ
6 	 22 	 221 	 41.8560606060606 MHZ
6 	 22 	 222 	 42.04545454545455 MHZ
6 	 22 	 223 	 42.234848484848484 MHZ
6 	 22 	 224 	 42.42424242424242 MHZ
6 	 22 	 225 	 42.61363636363637 MHZ
6 	 22 	 226 	 42.803030303030305 MHZ
6 	 22 	 227 	 42.99242424242424 MHZ
6 	 22 	 228 	 43.18181818181818 MHZ
6 	 22 	 229 	 43.371212121212125 MHZ
6 	 22 	 230 	 43.56060606060606 MHZ
6 	 22 	 231 	 43.75 MHZ
6 	 22 	 232 	 43.93939393939394 MHZ
6 	 22 	 233 	 44.128787878787875 MHZ
6 	 22 	 234 	 44.31818181818182 MHZ
6 	 22 	 235 	 44.50757575757576 MHZ
6 	 22 	 236 	 44.696969696969695 MHZ
6 	 22 	 237 	 44.88636363636363 MHZ
6 	 22 	 238 	 45.07575757575757 MHZ
6 	 22 	 239 	 45.26515151515151 MHZ
6 	 22 	 240 	 45.45454545454546 MHZ
6 	 22 	 241 	 45.6439393939394 MHZ
6 	 22 	 242 	 45.833333333333336 MHZ
6 	 22 	 243 	 46.02272727272727 MHZ
6 	 22 	 244 	 46.21212121212121 MHZ
6 	 22 	 245 	 46.401515151515156 MHZ
6 	 22 	 246 	 46.59090909090909 MHZ
6 	 22 	 247 	 46.78030303030303 MHZ
6 	 22 	 248 	 46.96969696969697 MHZ
6 	 22 	 249 	 47.15909090909091 MHZ
6 	 22 	 250 	 47.348484848484844 MHZ
6 	 22 	 251 	 47.53787878787879 MHZ
6 	 22 	 252 	 47.72727272727273 MHZ
6 	 22 	 253 	 47.916666666666664 MHZ
6 	 22 	 254 	 48.1060606060606 MHZ
6 	 22 	 255 	 48.29545454545454 MHZ
6 	 22 	 256 	 48.48484848484849 MHZ
6 	 22 	 257 	 48.67424242424243 MHZ
6 	 22 	 258 	 48.86363636363637 MHZ
6 	 22 	 259 	 49.053030303030305 MHZ
6 	 22 	 260 	 49.24242424242424 MHZ
6 	 22 	 261 	 49.43181818181818 MHZ
6 	 22 	 262 	 49.621212121212125 MHZ
6 	 22 	 263 	 49.81060606060606 MHZ
6 	 22 	 264 	 50.0 MHZ
6 	 22 	 265 	 50.18939393939394 MHZ
6 	 22 	 266 	 50.378787878787875 MHZ
6 	 22 	 267 	 50.56818181818182 MHZ
6 	 22 	 268 	 50.75757575757576 MHZ
6 	 22 	 269 	 50.946969696969695 MHZ
6 	 22 	 270 	 51.13636363636363 MHZ
6 	 22 	 271 	 51.32575757575757 MHZ
6 	 22 	 272 	 51.51515151515151 MHZ
6 	 22 	 273 	 51.70454545454546 MHZ
6 	 22 	 274 	 51.8939393939394 MHZ
6 	 22 	 275 	 52.083333333333336 MHZ
6 	 22 	 276 	 52.27272727272727 MHZ
6 	 22 	 277 	 52.46212121212121 MHZ
6 	 22 	 278 	 52.651515151515156 MHZ
6 	 22 	 279 	 52.84090909090909 MHZ
6 	 22 	 280 	 53.03030303030303 MHZ
6 	 22 	 281 	 53.21969696969697 MHZ
6 	 22 	 282 	 53.40909090909091 MHZ
6 	 22 	 283 	 53.598484848484844 MHZ
6 	 22 	 284 	 53.78787878787879 MHZ
6 	 22 	 285 	 53.97727272727273 MHZ
6 	 22 	 286 	 54.166666666666664 MHZ
6 	 22 	 287 	 54.3560606060606 MHZ
6 	 22 	 288 	 54.54545454545454 MHZ
6 	 22 	 289 	 54.73484848484849 MHZ
6 	 22 	 290 	 54.92424242424243 MHZ
6 	 22 	 291 	 55.11363636363637 MHZ
6 	 22 	 292 	 55.303030303030305 MHZ
6 	 22 	 293 	 55.49242424242424 MHZ
6 	 22 	 294 	 55.68181818181818 MHZ
6 	 22 	 295 	 55.871212121212125 MHZ
6 	 22 	 296 	 56.06060606060606 MHZ
6 	 22 	 297 	 56.25 MHZ
6 	 22 	 298 	 56.43939393939394 MHZ
6 	 22 	 299 	 56.628787878787875 MHZ
6 	 22 	 300 	 56.81818181818182 MHZ
6 	 22 	 301 	 57.00757575757576 MHZ
6 	 22 	 302 	 57.196969696969695 MHZ
6 	 22 	 303 	 57.38636363636363 MHZ
6 	 22 	 304 	 57.57575757575757 MHZ
6 	 22 	 305 	 57.76515151515151 MHZ
6 	 22 	 306 	 57.95454545454546 MHZ
6 	 22 	 307 	 58.1439393939394 MHZ
6 	 22 	 308 	 58.333333333333336 MHZ
6 	 22 	 309 	 58.52272727272727 MHZ
6 	 22 	 310 	 58.71212121212121 MHZ
6 	 22 	 311 	 58.901515151515156 MHZ
6 	 22 	 312 	 59.09090909090909 MHZ
6 	 22 	 313 	 59.28030303030303 MHZ
6 	 22 	 314 	 59.46969696969697 MHZ
6 	 22 	 315 	 59.65909090909091 MHZ
6 	 22 	 316 	 59.848484848484844 MHZ
6 	 22 	 317 	 60.03787878787879 MHZ
6 	 22 	 318 	 60.22727272727273 MHZ
6 	 22 	 319 	 60.416666666666664 MHZ
6 	 22 	 320 	 60.6060606060606 MHZ
6 	 22 	 321 	 60.79545454545454 MHZ
6 	 22 	 322 	 60.98484848484849 MHZ
6 	 22 	 323 	 61.17424242424243 MHZ
6 	 22 	 324 	 61.36363636363637 MHZ
6 	 22 	 325 	 61.553030303030305 MHZ
6 	 22 	 326 	 61.74242424242424 MHZ
6 	 22 	 327 	 61.93181818181818 MHZ
6 	 22 	 328 	 62.121212121212125 MHZ
6 	 22 	 329 	 62.31060606060606 MHZ
6 	 22 	 330 	 62.5 MHZ
6 	 22 	 331 	 62.68939393939394 MHZ
6 	 22 	 332 	 62.878787878787875 MHZ
6 	 22 	 333 	 63.06818181818182 MHZ
6 	 22 	 334 	 63.25757575757576 MHZ
6 	 22 	 335 	 63.446969696969695 MHZ
6 	 22 	 336 	 63.63636363636363 MHZ
6 	 22 	 337 	 63.82575757575757 MHZ
6 	 22 	 338 	 64.01515151515152 MHZ
6 	 22 	 339 	 64.20454545454545 MHZ
6 	 22 	 340 	 64.39393939393939 MHZ
6 	 22 	 341 	 64.58333333333333 MHZ
6 	 22 	 342 	 64.77272727272727 MHZ
6 	 22 	 343 	 64.9621212121212 MHZ
6 	 22 	 344 	 65.15151515151516 MHZ
6 	 22 	 345 	 65.3409090909091 MHZ
6 	 22 	 346 	 65.53030303030303 MHZ
6 	 22 	 347 	 65.71969696969697 MHZ
6 	 22 	 348 	 65.9090909090909 MHZ
6 	 22 	 349 	 66.09848484848484 MHZ
6 	 22 	 350 	 66.2878787878788 MHZ
6 	 22 	 351 	 66.47727272727273 MHZ
6 	 22 	 352 	 66.66666666666667 MHZ
6 	 22 	 353 	 66.85606060606061 MHZ
6 	 22 	 354 	 67.04545454545455 MHZ
6 	 22 	 355 	 67.23484848484848 MHZ
6 	 22 	 356 	 67.42424242424242 MHZ
6 	 22 	 357 	 67.61363636363636 MHZ
6 	 22 	 358 	 67.8030303030303 MHZ
6 	 22 	 359 	 67.99242424242424 MHZ
6 	 22 	 360 	 68.18181818181817 MHZ
6 	 22 	 361 	 68.37121212121212 MHZ
6 	 22 	 362 	 68.56060606060606 MHZ
6 	 22 	 363 	 68.75 MHZ
6 	 22 	 364 	 68.93939393939394 MHZ
6 	 22 	 365 	 69.12878787878788 MHZ
6 	 22 	 366 	 69.31818181818183 MHZ
6 	 22 	 367 	 69.50757575757576 MHZ
6 	 22 	 368 	 69.6969696969697 MHZ
6 	 22 	 369 	 69.88636363636364 MHZ
6 	 22 	 370 	 70.07575757575758 MHZ
6 	 22 	 371 	 70.26515151515152 MHZ
6 	 22 	 372 	 70.45454545454545 MHZ
6 	 22 	 373 	 70.64393939393939 MHZ
