Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
6 	 25 	 325 	 54.166666666666664 MHZ
6 	 25 	 326 	 54.333333333333336 MHZ
6 	 25 	 327 	 54.5 MHZ
6 	 25 	 328 	 54.666666666666664 MHZ
6 	 25 	 329 	 54.833333333333336 MHZ
6 	 25 	 330 	 55.0 MHZ
6 	 25 	 331 	 55.166666666666664 MHZ
6 	 25 	 332 	 55.333333333333336 MHZ
6 	 25 	 333 	 55.5 MHZ
6 	 25 	 334 	 55.666666666666664 MHZ
6 	 25 	 335 	 55.833333333333336 MHZ
6 	 25 	 336 	 56.0 MHZ
6 	 25 	 337 	 56.166666666666664 MHZ
6 	 25 	 338 	 56.333333333333336 MHZ
6 	 25 	 339 	 56.5 MHZ
6 	 25 	 340 	 56.666666666666664 MHZ
6 	 25 	 341 	 56.833333333333336 MHZ
6 	 25 	 342 	 57.0 MHZ
6 	 25 	 343 	 57.166666666666664 MHZ
6 	 25 	 344 	 57.333333333333336 MHZ
6 	 25 	 345 	 57.5 MHZ
6 	 25 	 346 	 57.666666666666664 MHZ
6 	 25 	 347 	 57.833333333333336 MHZ
6 	 25 	 348 	 58.0 MHZ
6 	 25 	 349 	 58.166666666666664 MHZ
6 	 25 	 350 	 58.333333333333336 MHZ
6 	 25 	 351 	 58.5 MHZ
6 	 25 	 352 	 58.666666666666664 MHZ
6 	 25 	 353 	 58.833333333333336 MHZ
6 	 25 	 354 	 59.0 MHZ
6 	 25 	 355 	 59.166666666666664 MHZ
6 	 25 	 356 	 59.333333333333336 MHZ
6 	 25 	 357 	 59.5 MHZ
6 	 25 	 358 	 59.666666666666664 MHZ
6 	 25 	 359 	 59.833333333333336 MHZ
6 	 25 	 360 	 60.0 MHZ
6 	 25 	 361 	 60.166666666666664 MHZ
6 	 25 	 362 	 60.333333333333336 MHZ
6 	 25 	 363 	 60.5 MHZ
6 	 25 	 364 	 60.666666666666664 MHZ
6 	 25 	 365 	 60.833333333333336 MHZ
6 	 25 	 366 	 61.0 MHZ
6 	 25 	 367 	 61.166666666666664 MHZ
6 	 25 	 368 	 61.333333333333336 MHZ
6 	 25 	 369 	 61.5 MHZ
6 	 25 	 370 	 61.666666666666664 MHZ
6 	 25 	 371 	 61.833333333333336 MHZ
6 	 25 	 372 	 62.0 MHZ
6 	 25 	 373 	 62.166666666666664 MHZ
6 	 25 	 374 	 62.333333333333336 MHZ
6 	 25 	 375 	 62.5 MHZ
6 	 25 	 376 	 62.666666666666664 MHZ
6 	 25 	 377 	 62.833333333333336 MHZ
6 	 25 	 378 	 63.0 MHZ
6 	 25 	 379 	 63.166666666666664 MHZ
6 	 25 	 380 	 63.333333333333336 MHZ
6 	 25 	 381 	 63.5 MHZ
6 	 25 	 382 	 63.666666666666664 MHZ
6 	 25 	 383 	 63.833333333333336 MHZ
6 	 25 	 384 	 64.0 MHZ
6 	 25 	 385 	 64.16666666666667 MHZ
6 	 25 	 386 	 64.33333333333333 MHZ
6 	 25 	 387 	 64.5 MHZ
6 	 25 	 388 	 64.66666666666667 MHZ
6 	 25 	 389 	 64.83333333333333 MHZ
6 	 25 	 390 	 65.0 MHZ
6 	 25 	 391 	 65.16666666666667 MHZ
6 	 25 	 392 	 65.33333333333333 MHZ
6 	 25 	 393 	 65.5 MHZ
6 	 25 	 394 	 65.66666666666667 MHZ
6 	 25 	 395 	 65.83333333333333 MHZ
6 	 25 	 396 	 66.0 MHZ
6 	 25 	 397 	 66.16666666666667 MHZ
6 	 25 	 398 	 66.33333333333333 MHZ
6 	 25 	 399 	 66.5 MHZ
6 	 25 	 400 	 66.66666666666667 MHZ
6 	 25 	 401 	 66.83333333333333 MHZ
6 	 25 	 402 	 67.0 MHZ
6 	 25 	 403 	 67.16666666666667 MHZ
6 	 25 	 404 	 67.33333333333333 MHZ
6 	 25 	 405 	 67.5 MHZ
6 	 25 	 406 	 67.66666666666667 MHZ
6 	 25 	 407 	 67.83333333333333 MHZ
6 	 25 	 408 	 68.0 MHZ
6 	 25 	 409 	 68.16666666666667 MHZ
6 	 25 	 410 	 68.33333333333333 MHZ
6 	 25 	 411 	 68.5 MHZ
6 	 25 	 412 	 68.66666666666667 MHZ
6 	 25 	 413 	 68.83333333333333 MHZ
6 	 25 	 414 	 69.0 MHZ
6 	 25 	 415 	 69.16666666666667 MHZ
6 	 25 	 416 	 69.33333333333333 MHZ
6 	 25 	 417 	 69.5 MHZ
6 	 25 	 418 	 69.66666666666667 MHZ
6 	 25 	 419 	 69.83333333333333 MHZ
6 	 25 	 420 	 70.0 MHZ
6 	 25 	 421 	 70.16666666666667 MHZ
6 	 25 	 422 	 70.33333333333333 MHZ
6 	 25 	 423 	 70.5 MHZ
6 	 25 	 424 	 70.66666666666667 MHZ
6 	 25 	 425 	 70.83333333333333 MHZ
6 	 25 	 426 	 71.0 MHZ
6 	 25 	 427 	 71.16666666666667 MHZ
6 	 25 	 428 	 71.33333333333333 MHZ
6 	 25 	 429 	 71.5 MHZ
6 	 25 	 430 	 71.66666666666667 MHZ
6 	 25 	 431 	 71.83333333333333 MHZ
6 	 25 	 432 	 72.0 MHZ
8 	 13 	 192 	 46.15384615384615 MHZ
8 	 13 	 193 	 46.39423076923077 MHZ
8 	 13 	 194 	 46.63461538461539 MHZ
8 	 13 	 195 	 46.875 MHZ
8 	 13 	 196 	 47.11538461538461 MHZ
8 	 13 	 197 	 47.35576923076923 MHZ
8 	 13 	 198 	 47.59615384615385 MHZ
8 	 13 	 199 	 47.83653846153846 MHZ
8 	 13 	 200 	 48.07692307692308 MHZ
8 	 13 	 201 	 48.31730769230769 MHZ
8 	 13 	 202 	 48.55769230769231 MHZ
8 	 13 	 203 	 48.79807692307692 MHZ
8 	 13 	 204 	 49.03846153846154 MHZ
8 	 13 	 205 	 49.27884615384615 MHZ
8 	 13 	 206 	 49.51923076923077 MHZ
8 	 13 	 207 	 49.75961538461539 MHZ
8 	 13 	 208 	 50.0 MHZ
8 	 13 	 209 	 50.24038461538461 MHZ
8 	 13 	 210 	 50.48076923076923 MHZ
8 	 13 	 211 	 50.72115384615385 MHZ
8 	 13 	 212 	 50.96153846153846 MHZ
8 	 13 	 213 	 51.20192307692308 MHZ
8 	 13 	 214 	 51.44230769230769 MHZ
8 	 13 	 215 	 51.68269230769231 MHZ
8 	 13 	 216 	 51.92307692307692 MHZ
8 	 13 	 217 	 52.16346153846154 MHZ
8 	 13 	 218 	 52.40384615384615 MHZ
8 	 13 	 219 	 52.64423076923077 MHZ
8 	 13 	 220 	 52.88461538461539 MHZ
8 	 13 	 221 	 53.125 MHZ
8 	 13 	 222 	 53.36538461538461 MHZ
8 	 13 	 223 	 53.60576923076923 MHZ
8 	 13 	 224 	 53.84615384615385 MHZ
8 	 14 	 192 	 42.857142857142854 MHZ
8 	 14 	 193 	 43.080357142857146 MHZ
8 	 14 	 194 	 43.30357142857143 MHZ
8 	 14 	 195 	 43.526785714285715 MHZ
8 	 14 	 196 	 43.75 MHZ
8 	 14 	 197 	 43.973214285714285 MHZ
8 	 14 	 198 	 44.19642857142857 MHZ
8 	 14 	 199 	 44.419642857142854 MHZ
8 	 14 	 200 	 44.642857142857146 MHZ
8 	 14 	 201 	 44.86607142857143 MHZ
8 	 14 	 202 	 45.089285714285715 MHZ
8 	 14 	 203 	 45.3125 MHZ
8 	 14 	 204 	 45.535714285714285 MHZ
8 	 14 	 205 	 45.75892857142857 MHZ
8 	 14 	 206 	 45.982142857142854 MHZ
8 	 14 	 207 	 46.205357142857146 MHZ
8 	 14 	 208 	 46.42857142857143 MHZ
8 	 14 	 209 	 46.651785714285715 MHZ
8 	 14 	 210 	 46.875 MHZ
8 	 14 	 211 	 47.098214285714285 MHZ
8 	 14 	 212 	 47.32142857142857 MHZ
8 	 14 	 213 	 47.544642857142854 MHZ
8 	 14 	 214 	 47.767857142857146 MHZ
8 	 14 	 215 	 47.99107142857143 MHZ
8 	 14 	 216 	 48.214285714285715 MHZ
8 	 14 	 217 	 48.4375 MHZ
8 	 14 	 218 	 48.660714285714285 MHZ
8 	 14 	 219 	 48.88392857142857 MHZ
8 	 14 	 220 	 49.107142857142854 MHZ
8 	 14 	 221 	 49.330357142857146 MHZ
8 	 14 	 222 	 49.55357142857143 MHZ
8 	 14 	 223 	 49.776785714285715 MHZ
8 	 14 	 224 	 50.0 MHZ
8 	 14 	 225 	 50.223214285714285 MHZ
8 	 14 	 226 	 50.44642857142857 MHZ
8 	 14 	 227 	 50.669642857142854 MHZ
8 	 14 	 228 	 50.892857142857146 MHZ
8 	 14 	 229 	 51.11607142857143 MHZ
8 	 14 	 230 	 51.339285714285715 MHZ
8 	 14 	 231 	 51.5625 MHZ
8 	 14 	 232 	 51.785714285714285 MHZ
8 	 14 	 233 	 52.00892857142857 MHZ
8 	 14 	 234 	 52.232142857142854 MHZ
8 	 14 	 235 	 52.455357142857146 MHZ
8 	 14 	 236 	 52.67857142857143 MHZ
8 	 14 	 237 	 52.901785714285715 MHZ
8 	 14 	 238 	 53.125 MHZ
8 	 14 	 239 	 53.348214285714285 MHZ
8 	 14 	 240 	 53.57142857142857 MHZ
8 	 14 	 241 	 53.794642857142854 MHZ
8 	 15 	 192 	 40.0 MHZ
8 	 15 	 193 	 40.208333333333336 MHZ
8 	 15 	 194 	 40.416666666666664 MHZ
8 	 15 	 195 	 40.625 MHZ
8 	 15 	 196 	 40.833333333333336 MHZ
8 	 15 	 197 	 41.041666666666664 MHZ
8 	 15 	 198 	 41.25 MHZ
8 	 15 	 199 	 41.458333333333336 MHZ
8 	 15 	 200 	 41.666666666666664 MHZ
8 	 15 	 201 	 41.875 MHZ
8 	 15 	 202 	 42.083333333333336 MHZ
8 	 15 	 203 	 42.291666666666664 MHZ
8 	 15 	 204 	 42.5 MHZ
8 	 15 	 205 	 42.708333333333336 MHZ
8 	 15 	 206 	 42.916666666666664 MHZ
8 	 15 	 207 	 43.125 MHZ
8 	 15 	 208 	 43.333333333333336 MHZ
8 	 15 	 209 	 43.541666666666664 MHZ
8 	 15 	 210 	 43.75 MHZ
8 	 15 	 211 	 43.958333333333336 MHZ
8 	 15 	 212 	 44.166666666666664 MHZ
8 	 15 	 213 	 44.375 MHZ
8 	 15 	 214 	 44.583333333333336 MHZ
8 	 15 	 215 	 44.791666666666664 MHZ
8 	 15 	 216 	 45.0 MHZ
8 	 15 	 217 	 45.208333333333336 MHZ
8 	 15 	 218 	 45.416666666666664 MHZ
8 	 15 	 219 	 45.625 MHZ
8 	 15 	 220 	 45.833333333333336 MHZ
8 	 15 	 221 	 46.041666666666664 MHZ
8 	 15 	 222 	 46.25 MHZ
8 	 15 	 223 	 46.458333333333336 MHZ
8 	 15 	 224 	 46.666666666666664 MHZ
8 	 15 	 225 	 46.875 MHZ
8 	 15 	 226 	 47.083333333333336 MHZ
8 	 15 	 227 	 47.291666666666664 MHZ
8 	 15 	 228 	 47.5 MHZ
8 	 15 	 229 	 47.708333333333336 MHZ
8 	 15 	 230 	 47.916666666666664 MHZ
8 	 15 	 231 	 48.125 MHZ
8 	 15 	 232 	 48.333333333333336 MHZ
8 	 15 	 233 	 48.541666666666664 MHZ
8 	 15 	 234 	 48.75 MHZ
8 	 15 	 235 	 48.958333333333336 MHZ
8 	 15 	 236 	 49.166666666666664 MHZ
8 	 15 	 237 	 49.375 MHZ
8 	 15 	 238 	 49.583333333333336 MHZ
8 	 15 	 239 	 49.791666666666664 MHZ
8 	 15 	 240 	 50.0 MHZ
8 	 15 	 241 	 50.208333333333336 MHZ
8 	 15 	 242 	 50.416666666666664 MHZ
8 	 15 	 243 	 50.625 MHZ
8 	 15 	 244 	 50.833333333333336 MHZ
8 	 15 	 245 	 51.041666666666664 MHZ
8 	 15 	 246 	 51.25 MHZ
8 	 15 	 247 	 51.458333333333336 MHZ
8 	 15 	 248 	 51.666666666666664 MHZ
8 	 15 	 249 	 51.875 MHZ
8 	 15 	 250 	 52.083333333333336 MHZ
8 	 15 	 251 	 52.291666666666664 MHZ
8 	 15 	 252 	 52.5 MHZ
8 	 15 	 253 	 52.708333333333336 MHZ
8 	 15 	 254 	 52.916666666666664 MHZ
8 	 15 	 255 	 53.125 MHZ
8 	 15 	 256 	 53.333333333333336 MHZ
8 	 15 	 257 	 53.541666666666664 MHZ
8 	 15 	 258 	 53.75 MHZ
8 	 15 	 259 	 53.958333333333336 MHZ
8 	 16 	 192 	 37.5 MHZ
8 	 16 	 193 	 37.6953125 MHZ
8 	 16 	 194 	 37.890625 MHZ
8 	 16 	 195 	 38.0859375 MHZ
8 	 16 	 196 	 38.28125 MHZ
8 	 16 	 197 	 38.4765625 MHZ
8 	 16 	 198 	 38.671875 MHZ
8 	 16 	 199 	 38.8671875 MHZ
8 	 16 	 200 	 39.0625 MHZ
8 	 16 	 201 	 39.2578125 MHZ
8 	 16 	 202 	 39.453125 MHZ
8 	 16 	 203 	 39.6484375 MHZ
8 	 16 	 204 	 39.84375 MHZ
8 	 16 	 205 	 40.0390625 MHZ
8 	 16 	 206 	 40.234375 MHZ
8 	 16 	 207 	 40.4296875 MHZ
8 	 16 	 208 	 40.625 MHZ
8 	 16 	 209 	 40.8203125 MHZ
8 	 16 	 210 	 41.015625 MHZ
8 	 16 	 211 	 41.2109375 MHZ
8 	 16 	 212 	 41.40625 MHZ
8 	 16 	 213 	 41.6015625 MHZ
8 	 16 	 214 	 41.796875 MHZ
8 	 16 	 215 	 41.9921875 MHZ
8 	 16 	 216 	 42.1875 MHZ
8 	 16 	 217 	 42.3828125 MHZ
8 	 16 	 218 	 42.578125 MHZ
8 	 16 	 219 	 42.7734375 MHZ
8 	 16 	 220 	 42.96875 MHZ
8 	 16 	 221 	 43.1640625 MHZ
8 	 16 	 222 	 43.359375 MHZ
8 	 16 	 223 	 43.5546875 MHZ
8 	 16 	 224 	 43.75 MHZ
8 	 16 	 225 	 43.9453125 MHZ
8 	 16 	 226 	 44.140625 MHZ
8 	 16 	 227 	 44.3359375 MHZ
8 	 16 	 228 	 44.53125 MHZ
8 	 16 	 229 	 44.7265625 MHZ
8 	 16 	 230 	 44.921875 MHZ
8 	 16 	 231 	 45.1171875 MHZ
8 	 16 	 232 	 45.3125 MHZ
8 	 16 	 233 	 45.5078125 MHZ
8 	 16 	 234 	 45.703125 MHZ
8 	 16 	 235 	 45.8984375 MHZ
8 	 16 	 236 	 46.09375 MHZ
8 	 16 	 237 	 46.2890625 MHZ
8 	 16 	 238 	 46.484375 MHZ
8 	 16 	 239 	 46.6796875 MHZ
8 	 16 	 240 	 46.875 MHZ
8 	 16 	 241 	 47.0703125 MHZ
8 	 16 	 242 	 47.265625 MHZ
8 	 16 	 243 	 47.4609375 MHZ
8 	 16 	 244 	 47.65625 MHZ
8 	 16 	 245 	 47.8515625 MHZ
8 	 16 	 246 	 48.046875 MHZ
8 	 16 	 247 	 48.2421875 MHZ
8 	 16 	 248 	 48.4375 MHZ
8 	 16 	 249 	 48.6328125 MHZ
8 	 16 	 250 	 48.828125 MHZ
8 	 16 	 251 	 49.0234375 MHZ
8 	 16 	 252 	 49.21875 MHZ
8 	 16 	 253 	 49.4140625 MHZ
8 	 16 	 254 	 49.609375 MHZ
8 	 16 	 255 	 49.8046875 MHZ
8 	 16 	 256 	 50.0 MHZ
8 	 16 	 257 	 50.1953125 MHZ
8 	 16 	 258 	 50.390625 MHZ
8 	 16 	 259 	 50.5859375 MHZ
8 	 16 	 260 	 50.78125 MHZ
8 	 16 	 261 	 50.9765625 MHZ
8 	 16 	 262 	 51.171875 MHZ
8 	 16 	 263 	 51.3671875 MHZ
8 	 16 	 264 	 51.5625 MHZ
8 	 16 	 265 	 51.7578125 MHZ
8 	 16 	 266 	 51.953125 MHZ
8 	 16 	 267 	 52.1484375 MHZ
8 	 16 	 268 	 52.34375 MHZ
8 	 16 	 269 	 52.5390625 MHZ
8 	 16 	 270 	 52.734375 MHZ
8 	 16 	 271 	 52.9296875 MHZ
8 	 16 	 272 	 53.125 MHZ
8 	 16 	 273 	 53.3203125 MHZ
8 	 16 	 274 	 53.515625 MHZ
8 	 16 	 275 	 53.7109375 MHZ
8 	 16 	 276 	 53.90625 MHZ
8 	 17 	 192 	 35.294117647058826 MHZ
8 	 17 	 193 	 35.47794117647059 MHZ
8 	 17 	 194 	 35.661764705882355 MHZ
8 	 17 	 195 	 35.845588235294116 MHZ
8 	 17 	 196 	 36.029411764705884 MHZ
8 	 17 	 197 	 36.213235294117645 MHZ
8 	 17 	 198 	 36.39705882352941 MHZ
8 	 17 	 199 	 36.580882352941174 MHZ
8 	 17 	 200 	 36.76470588235294 MHZ
8 	 17 	 201 	 36.9485294117647 MHZ
8 	 17 	 202 	 37.13235294117647 MHZ
8 	 17 	 203 	 37.31617647058823 MHZ
8 	 17 	 204 	 37.5 MHZ
8 	 17 	 205 	 37.68382352941177 MHZ
8 	 17 	 206 	 37.86764705882353 MHZ
8 	 17 	 207 	 38.0514705882353 MHZ
8 	 17 	 208 	 38.23529411764706 MHZ
8 	 17 	 209 	 38.419117647058826 MHZ
8 	 17 	 210 	 38.60294117647059 MHZ
8 	 17 	 211 	 38.786764705882355 MHZ
8 	 17 	 212 	 38.970588235294116 MHZ
8 	 17 	 213 	 39.154411764705884 MHZ
8 	 17 	 214 	 39.338235294117645 MHZ
8 	 17 	 215 	 39.52205882352941 MHZ
8 	 17 	 216 	 39.705882352941174 MHZ
8 	 17 	 217 	 39.88970588235294 MHZ
8 	 17 	 218 	 40.0735294117647 MHZ
8 	 17 	 219 	 40.25735294117647 MHZ
8 	 17 	 220 	 40.44117647058823 MHZ
8 	 17 	 221 	 40.625 MHZ
8 	 17 	 222 	 40.80882352941177 MHZ
8 	 17 	 223 	 40.99264705882353 MHZ
8 	 17 	 224 	 41.1764705882353 MHZ
8 	 17 	 225 	 41.36029411764706 MHZ
8 	 17 	 226 	 41.544117647058826 MHZ
8 	 17 	 227 	 41.72794117647059 MHZ
8 	 17 	 228 	 41.911764705882355 MHZ
8 	 17 	 229 	 42.095588235294116 MHZ
8 	 17 	 230 	 42.279411764705884 MHZ
8 	 17 	 231 	 42.463235294117645 MHZ
8 	 17 	 232 	 42.64705882352941 MHZ
8 	 17 	 233 	 42.830882352941174 MHZ
8 	 17 	 234 	 43.01470588235294 MHZ
8 	 17 	 235 	 43.1985294117647 MHZ
8 	 17 	 236 	 43.38235294117647 MHZ
8 	 17 	 237 	 43.56617647058823 MHZ
8 	 17 	 238 	 43.75 MHZ
8 	 17 	 239 	 43.93382352941177 MHZ
8 	 17 	 240 	 44.11764705882353 MHZ
8 	 17 	 241 	 44.3014705882353 MHZ
8 	 17 	 242 	 44.48529411764706 MHZ
8 	 17 	 243 	 44.669117647058826 MHZ
8 	 17 	 244 	 44.85294117647059 MHZ
8 	 17 	 245 	 45.036764705882355 MHZ
8 	 17 	 246 	 45.220588235294116 MHZ
8 	 17 	 247 	 45.404411764705884 MHZ
8 	 17 	 248 	 45.588235294117645 MHZ
8 	 17 	 249 	 45.77205882352941 MHZ
8 	 17 	 250 	 45.955882352941174 MHZ
8 	 17 	 251 	 46.13970588235294 MHZ
8 	 17 	 252 	 46.3235294117647 MHZ
8 	 17 	 253 	 46.50735294117647 MHZ
8 	 17 	 254 	 46.69117647058823 MHZ
8 	 17 	 255 	 46.875 MHZ
8 	 17 	 256 	 47.05882352941177 MHZ
8 	 17 	 257 	 47.24264705882353 MHZ
8 	 17 	 258 	 47.4264705882353 MHZ
8 	 17 	 259 	 47.61029411764706 MHZ
8 	 17 	 260 	 47.794117647058826 MHZ
8 	 17 	 261 	 47.97794117647059 MHZ
8 	 17 	 262 	 48.161764705882355 MHZ
8 	 17 	 263 	 48.345588235294116 MHZ
8 	 17 	 264 	 48.529411764705884 MHZ
8 	 17 	 265 	 48.713235294117645 MHZ
8 	 17 	 266 	 48.89705882352941 MHZ
8 	 17 	 267 	 49.080882352941174 MHZ
8 	 17 	 268 	 49.26470588235294 MHZ
8 	 17 	 269 	 49.4485294117647 MHZ
8 	 17 	 270 	 49.63235294117647 MHZ
8 	 17 	 271 	 49.81617647058823 MHZ
8 	 17 	 272 	 50.0 MHZ
8 	 17 	 273 	 50.18382352941177 MHZ
8 	 17 	 274 	 50.36764705882353 MHZ
8 	 17 	 275 	 50.5514705882353 MHZ
8 	 17 	 276 	 50.73529411764706 MHZ
8 	 17 	 277 	 50.919117647058826 MHZ
8 	 17 	 278 	 51.10294117647059 MHZ
8 	 17 	 279 	 51.286764705882355 MHZ
8 	 17 	 280 	 51.470588235294116 MHZ
8 	 17 	 281 	 51.654411764705884 MHZ
8 	 17 	 282 	 51.838235294117645 MHZ
8 	 17 	 283 	 52.02205882352941 MHZ
8 	 17 	 284 	 52.205882352941174 MHZ
8 	 17 	 285 	 52.38970588235294 MHZ
8 	 17 	 286 	 52.5735294117647 MHZ
8 	 17 	 287 	 52.75735294117647 MHZ
8 	 17 	 288 	 52.94117647058823 MHZ
8 	 17 	 289 	 53.125 MHZ
8 	 17 	 290 	 53.30882352941177 MHZ
8 	 17 	 291 	 53.49264705882353 MHZ
8 	 17 	 292 	 53.6764705882353 MHZ
8 	 17 	 293 	 53.86029411764706 MHZ
8 	 18 	 192 	 33.333333333333336 MHZ
8 	 18 	 193 	 33.50694444444444 MHZ
8 	 18 	 194 	 33.68055555555556 MHZ
8 	 18 	 195 	 33.854166666666664 MHZ
8 	 18 	 196 	 34.02777777777778 MHZ
8 	 18 	 197 	 34.201388888888886 MHZ
8 	 18 	 198 	 34.375 MHZ
8 	 18 	 199 	 34.548611111111114 MHZ
8 	 18 	 200 	 34.72222222222222 MHZ
8 	 18 	 201 	 34.895833333333336 MHZ
8 	 18 	 202 	 35.06944444444444 MHZ
8 	 18 	 203 	 35.24305555555556 MHZ
8 	 18 	 204 	 35.416666666666664 MHZ
8 	 18 	 205 	 35.59027777777778 MHZ
8 	 18 	 206 	 35.763888888888886 MHZ
8 	 18 	 207 	 35.9375 MHZ
8 	 18 	 208 	 36.111111111111114 MHZ
8 	 18 	 209 	 36.28472222222222 MHZ
8 	 18 	 210 	 36.458333333333336 MHZ
8 	 18 	 211 	 36.63194444444444 MHZ
8 	 18 	 212 	 36.80555555555556 MHZ
8 	 18 	 213 	 36.979166666666664 MHZ
8 	 18 	 214 	 37.15277777777778 MHZ
8 	 18 	 215 	 37.326388888888886 MHZ
8 	 18 	 216 	 37.5 MHZ
8 	 18 	 217 	 37.673611111111114 MHZ
8 	 18 	 218 	 37.84722222222222 MHZ
8 	 18 	 219 	 38.020833333333336 MHZ
8 	 18 	 220 	 38.19444444444444 MHZ
8 	 18 	 221 	 38.36805555555556 MHZ
8 	 18 	 222 	 38.541666666666664 MHZ
8 	 18 	 223 	 38.71527777777778 MHZ
8 	 18 	 224 	 38.888888888888886 MHZ
8 	 18 	 225 	 39.0625 MHZ
8 	 18 	 226 	 39.236111111111114 MHZ
8 	 18 	 227 	 39.40972222222222 MHZ
8 	 18 	 228 	 39.583333333333336 MHZ
8 	 18 	 229 	 39.75694444444444 MHZ
8 	 18 	 230 	 39.93055555555556 MHZ
8 	 18 	 231 	 40.104166666666664 MHZ
8 	 18 	 232 	 40.27777777777778 MHZ
8 	 18 	 233 	 40.451388888888886 MHZ
8 	 18 	 234 	 40.625 MHZ
8 	 18 	 235 	 40.798611111111114 MHZ
8 	 18 	 236 	 40.97222222222222 MHZ
8 	 18 	 237 	 41.145833333333336 MHZ
8 	 18 	 238 	 41.31944444444444 MHZ
8 	 18 	 239 	 41.49305555555556 MHZ
8 	 18 	 240 	 41.666666666666664 MHZ
8 	 18 	 241 	 41.84027777777778 MHZ
8 	 18 	 242 	 42.013888888888886 MHZ
8 	 18 	 243 	 42.1875 MHZ
8 	 18 	 244 	 42.361111111111114 MHZ
8 	 18 	 245 	 42.53472222222222 MHZ
8 	 18 	 246 	 42.708333333333336 MHZ
8 	 18 	 247 	 42.88194444444444 MHZ
8 	 18 	 248 	 43.05555555555556 MHZ
8 	 18 	 249 	 43.229166666666664 MHZ
8 	 18 	 250 	 43.40277777777778 MHZ
8 	 18 	 251 	 43.576388888888886 MHZ
8 	 18 	 252 	 43.75 MHZ
8 	 18 	 253 	 43.923611111111114 MHZ
8 	 18 	 254 	 44.09722222222222 MHZ
8 	 18 	 255 	 44.270833333333336 MHZ
8 	 18 	 256 	 44.44444444444444 MHZ
8 	 18 	 257 	 44.61805555555556 MHZ
8 	 18 	 258 	 44.791666666666664 MHZ
8 	 18 	 259 	 44.96527777777778 MHZ
8 	 18 	 260 	 45.138888888888886 MHZ
8 	 18 	 261 	 45.3125 MHZ
8 	 18 	 262 	 45.486111111111114 MHZ
8 	 18 	 263 	 45.65972222222222 MHZ
8 	 18 	 264 	 45.833333333333336 MHZ
8 	 18 	 265 	 46.00694444444444 MHZ
8 	 18 	 266 	 46.18055555555556 MHZ
8 	 18 	 267 	 46.354166666666664 MHZ
8 	 18 	 268 	 46.52777777777778 MHZ
8 	 18 	 269 	 46.701388888888886 MHZ
8 	 18 	 270 	 46.875 MHZ
8 	 18 	 271 	 47.048611111111114 MHZ
8 	 18 	 272 	 47.22222222222222 MHZ
8 	 18 	 273 	 47.395833333333336 MHZ
8 	 18 	 274 	 47.56944444444444 MHZ
8 	 18 	 275 	 47.74305555555556 MHZ
8 	 18 	 276 	 47.916666666666664 MHZ
8 	 18 	 277 	 48.09027777777778 MHZ
8 	 18 	 278 	 48.263888888888886 MHZ
8 	 18 	 279 	 48.4375 MHZ
8 	 18 	 280 	 48.611111111111114 MHZ
8 	 18 	 281 	 48.78472222222222 MHZ
8 	 18 	 282 	 48.958333333333336 MHZ
8 	 18 	 283 	 49.13194444444444 MHZ
8 	 18 	 284 	 49.30555555555556 MHZ
8 	 18 	 285 	 49.479166666666664 MHZ
8 	 18 	 286 	 49.65277777777778 MHZ
8 	 18 	 287 	 49.826388888888886 MHZ
8 	 18 	 288 	 50.0 MHZ
8 	 18 	 289 	 50.173611111111114 MHZ
8 	 18 	 290 	 50.34722222222222 MHZ
8 	 18 	 291 	 50.520833333333336 MHZ
8 	 18 	 292 	 50.69444444444444 MHZ
8 	 18 	 293 	 50.86805555555556 MHZ
8 	 18 	 294 	 51.041666666666664 MHZ
8 	 18 	 295 	 51.21527777777778 MHZ
8 	 18 	 296 	 51.388888888888886 MHZ
8 	 18 	 297 	 51.5625 MHZ
8 	 18 	 298 	 51.736111111111114 MHZ
8 	 18 	 299 	 51.90972222222222 MHZ
8 	 18 	 300 	 52.083333333333336 MHZ
8 	 18 	 301 	 52.25694444444444 MHZ
8 	 18 	 302 	 52.43055555555556 MHZ
8 	 18 	 303 	 52.604166666666664 MHZ
8 	 18 	 304 	 52.77777777777778 MHZ
8 	 18 	 305 	 52.951388888888886 MHZ
8 	 18 	 306 	 53.125 MHZ
8 	 18 	 307 	 53.298611111111114 MHZ
8 	 18 	 308 	 53.47222222222222 MHZ
8 	 18 	 309 	 53.645833333333336 MHZ
8 	 18 	 310 	 53.81944444444444 MHZ
8 	 18 	 311 	 53.99305555555556 MHZ
8 	 19 	 192 	 31.57894736842105 MHZ
8 	 19 	 193 	 31.74342105263158 MHZ
8 	 19 	 194 	 31.907894736842106 MHZ
8 	 19 	 195 	 32.07236842105263 MHZ
8 	 19 	 196 	 32.23684210526316 MHZ
8 	 19 	 197 	 32.401315789473685 MHZ
8 	 19 	 198 	 32.56578947368421 MHZ
8 	 19 	 199 	 32.73026315789474 MHZ
8 	 19 	 200 	 32.89473684210526 MHZ
8 	 19 	 201 	 33.05921052631579 MHZ
8 	 19 	 202 	 33.223684210526315 MHZ
8 	 19 	 203 	 33.38815789473684 MHZ
8 	 19 	 204 	 33.55263157894737 MHZ
8 	 19 	 205 	 33.7171052631579 MHZ
