Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
6 	 16 	 398 	 66.33333333333333 MHZ
6 	 16 	 399 	 66.5 MHZ
6 	 16 	 400 	 66.66666666666667 MHZ
6 	 16 	 401 	 66.83333333333333 MHZ
6 	 16 	 402 	 67.0 MHZ
6 	 16 	 403 	 67.16666666666667 MHZ
6 	 16 	 404 	 67.33333333333333 MHZ
6 	 16 	 405 	 67.5 MHZ
6 	 16 	 406 	 67.66666666666667 MHZ
6 	 16 	 407 	 67.83333333333333 MHZ
6 	 16 	 408 	 68.0 MHZ
6 	 16 	 409 	 68.16666666666667 MHZ
6 	 16 	 410 	 68.33333333333333 MHZ
6 	 16 	 411 	 68.5 MHZ
6 	 16 	 412 	 68.66666666666667 MHZ
6 	 16 	 413 	 68.83333333333333 MHZ
6 	 16 	 414 	 69.0 MHZ
6 	 16 	 415 	 69.16666666666667 MHZ
6 	 16 	 416 	 69.33333333333333 MHZ
6 	 16 	 417 	 69.5 MHZ
6 	 16 	 418 	 69.66666666666667 MHZ
6 	 16 	 419 	 69.83333333333333 MHZ
6 	 16 	 420 	 70.0 MHZ
6 	 16 	 421 	 70.16666666666667 MHZ
6 	 16 	 422 	 70.33333333333333 MHZ
6 	 16 	 423 	 70.5 MHZ
6 	 16 	 424 	 70.66666666666667 MHZ
6 	 16 	 425 	 70.83333333333333 MHZ
6 	 16 	 426 	 71.0 MHZ
6 	 16 	 427 	 71.16666666666667 MHZ
6 	 16 	 428 	 71.33333333333333 MHZ
6 	 16 	 429 	 71.5 MHZ
6 	 16 	 430 	 71.66666666666667 MHZ
6 	 16 	 431 	 71.83333333333333 MHZ
6 	 16 	 432 	 72.0 MHZ
8 	 8 	 192 	 48.0 MHZ
8 	 8 	 193 	 48.25 MHZ
8 	 8 	 194 	 48.5 MHZ
8 	 8 	 195 	 48.75 MHZ
8 	 8 	 196 	 49.0 MHZ
8 	 8 	 197 	 49.25 MHZ
8 	 8 	 198 	 49.5 MHZ
8 	 8 	 199 	 49.75 MHZ
8 	 8 	 200 	 50.0 MHZ
8 	 8 	 201 	 50.25 MHZ
8 	 8 	 202 	 50.5 MHZ
8 	 8 	 203 	 50.75 MHZ
8 	 8 	 204 	 51.0 MHZ
8 	 8 	 205 	 51.25 MHZ
8 	 8 	 206 	 51.5 MHZ
8 	 8 	 207 	 51.75 MHZ
8 	 8 	 208 	 52.0 MHZ
8 	 8 	 209 	 52.25 MHZ
8 	 8 	 210 	 52.5 MHZ
8 	 8 	 211 	 52.75 MHZ
8 	 8 	 212 	 53.0 MHZ
8 	 8 	 213 	 53.25 MHZ
8 	 8 	 214 	 53.5 MHZ
8 	 8 	 215 	 53.75 MHZ
8 	 8 	 216 	 54.0 MHZ
8 	 9 	 192 	 42.666666666666664 MHZ
8 	 9 	 193 	 42.888888888888886 MHZ
8 	 9 	 194 	 43.111111111111114 MHZ
8 	 9 	 195 	 43.333333333333336 MHZ
8 	 9 	 196 	 43.55555555555556 MHZ
8 	 9 	 197 	 43.77777777777778 MHZ
8 	 9 	 198 	 44.0 MHZ
8 	 9 	 199 	 44.22222222222222 MHZ
8 	 9 	 200 	 44.44444444444444 MHZ
8 	 9 	 201 	 44.666666666666664 MHZ
8 	 9 	 202 	 44.888888888888886 MHZ
8 	 9 	 203 	 45.111111111111114 MHZ
8 	 9 	 204 	 45.333333333333336 MHZ
8 	 9 	 205 	 45.55555555555556 MHZ
8 	 9 	 206 	 45.77777777777778 MHZ
8 	 9 	 207 	 46.0 MHZ
8 	 9 	 208 	 46.22222222222222 MHZ
8 	 9 	 209 	 46.44444444444444 MHZ
8 	 9 	 210 	 46.666666666666664 MHZ
8 	 9 	 211 	 46.888888888888886 MHZ
8 	 9 	 212 	 47.111111111111114 MHZ
8 	 9 	 213 	 47.333333333333336 MHZ
8 	 9 	 214 	 47.55555555555556 MHZ
8 	 9 	 215 	 47.77777777777778 MHZ
8 	 9 	 216 	 48.0 MHZ
8 	 9 	 217 	 48.22222222222222 MHZ
8 	 9 	 218 	 48.44444444444444 MHZ
8 	 9 	 219 	 48.666666666666664 MHZ
8 	 9 	 220 	 48.888888888888886 MHZ
8 	 9 	 221 	 49.111111111111114 MHZ
8 	 9 	 222 	 49.333333333333336 MHZ
8 	 9 	 223 	 49.55555555555556 MHZ
8 	 9 	 224 	 49.77777777777778 MHZ
8 	 9 	 225 	 50.0 MHZ
8 	 9 	 226 	 50.22222222222222 MHZ
8 	 9 	 227 	 50.44444444444444 MHZ
8 	 9 	 228 	 50.666666666666664 MHZ
8 	 9 	 229 	 50.888888888888886 MHZ
8 	 9 	 230 	 51.111111111111114 MHZ
8 	 9 	 231 	 51.333333333333336 MHZ
8 	 9 	 232 	 51.55555555555556 MHZ
8 	 9 	 233 	 51.77777777777778 MHZ
8 	 9 	 234 	 52.0 MHZ
8 	 9 	 235 	 52.22222222222222 MHZ
8 	 9 	 236 	 52.44444444444444 MHZ
8 	 9 	 237 	 52.666666666666664 MHZ
8 	 9 	 238 	 52.888888888888886 MHZ
8 	 9 	 239 	 53.111111111111114 MHZ
8 	 9 	 240 	 53.333333333333336 MHZ
8 	 9 	 241 	 53.55555555555556 MHZ
8 	 9 	 242 	 53.77777777777778 MHZ
8 	 9 	 243 	 54.0 MHZ
8 	 10 	 192 	 38.4 MHZ
8 	 10 	 193 	 38.6 MHZ
8 	 10 	 194 	 38.8 MHZ
8 	 10 	 195 	 39.0 MHZ
8 	 10 	 196 	 39.2 MHZ
8 	 10 	 197 	 39.4 MHZ
8 	 10 	 198 	 39.6 MHZ
8 	 10 	 199 	 39.8 MHZ
8 	 10 	 200 	 40.0 MHZ
8 	 10 	 201 	 40.2 MHZ
8 	 10 	 202 	 40.4 MHZ
8 	 10 	 203 	 40.6 MHZ
8 	 10 	 204 	 40.8 MHZ
8 	 10 	 205 	 41.0 MHZ
8 	 10 	 206 	 41.2 MHZ
8 	 10 	 207 	 41.4 MHZ
8 	 10 	 208 	 41.6 MHZ
8 	 10 	 209 	 41.8 MHZ
8 	 10 	 210 	 42.0 MHZ
8 	 10 	 211 	 42.2 MHZ
8 	 10 	 212 	 42.4 MHZ
8 	 10 	 213 	 42.6 MHZ
8 	 10 	 214 	 42.8 MHZ
8 	 10 	 215 	 43.0 MHZ
8 	 10 	 216 	 43.2 MHZ
8 	 10 	 217 	 43.4 MHZ
8 	 10 	 218 	 43.6 MHZ
8 	 10 	 219 	 43.8 MHZ
8 	 10 	 220 	 44.0 MHZ
8 	 10 	 221 	 44.2 MHZ
8 	 10 	 222 	 44.4 MHZ
8 	 10 	 223 	 44.6 MHZ
8 	 10 	 224 	 44.8 MHZ
8 	 10 	 225 	 45.0 MHZ
8 	 10 	 226 	 45.2 MHZ
8 	 10 	 227 	 45.4 MHZ
8 	 10 	 228 	 45.6 MHZ
8 	 10 	 229 	 45.8 MHZ
8 	 10 	 230 	 46.0 MHZ
8 	 10 	 231 	 46.2 MHZ
8 	 10 	 232 	 46.4 MHZ
8 	 10 	 233 	 46.6 MHZ
8 	 10 	 234 	 46.8 MHZ
8 	 10 	 235 	 47.0 MHZ
8 	 10 	 236 	 47.2 MHZ
8 	 10 	 237 	 47.4 MHZ
8 	 10 	 238 	 47.6 MHZ
8 	 10 	 239 	 47.8 MHZ
8 	 10 	 240 	 48.0 MHZ
8 	 10 	 241 	 48.2 MHZ
8 	 10 	 242 	 48.4 MHZ
8 	 10 	 243 	 48.6 MHZ
8 	 10 	 244 	 48.8 MHZ
8 	 10 	 245 	 49.0 MHZ
8 	 10 	 246 	 49.2 MHZ
8 	 10 	 247 	 49.4 MHZ
8 	 10 	 248 	 49.6 MHZ
8 	 10 	 249 	 49.8 MHZ
8 	 10 	 250 	 50.0 MHZ
8 	 10 	 251 	 50.2 MHZ
8 	 10 	 252 	 50.4 MHZ
8 	 10 	 253 	 50.6 MHZ
8 	 10 	 254 	 50.8 MHZ
8 	 10 	 255 	 51.0 MHZ
8 	 10 	 256 	 51.2 MHZ
8 	 10 	 257 	 51.4 MHZ
8 	 10 	 258 	 51.6 MHZ
8 	 10 	 259 	 51.8 MHZ
8 	 10 	 260 	 52.0 MHZ
8 	 10 	 261 	 52.2 MHZ
8 	 10 	 262 	 52.4 MHZ
8 	 10 	 263 	 52.6 MHZ
8 	 10 	 264 	 52.8 MHZ
8 	 10 	 265 	 53.0 MHZ
8 	 10 	 266 	 53.2 MHZ
8 	 10 	 267 	 53.4 MHZ
8 	 10 	 268 	 53.6 MHZ
8 	 10 	 269 	 53.8 MHZ
8 	 10 	 270 	 54.0 MHZ
8 	 11 	 192 	 34.90909090909091 MHZ
8 	 11 	 193 	 35.09090909090909 MHZ
8 	 11 	 194 	 35.27272727272727 MHZ
8 	 11 	 195 	 35.45454545454545 MHZ
8 	 11 	 196 	 35.63636363636363 MHZ
8 	 11 	 197 	 35.81818181818182 MHZ
8 	 11 	 198 	 36.0 MHZ
8 	 11 	 199 	 36.18181818181818 MHZ
8 	 11 	 200 	 36.36363636363637 MHZ
8 	 11 	 201 	 36.54545454545455 MHZ
8 	 11 	 202 	 36.72727272727273 MHZ
8 	 11 	 203 	 36.90909090909091 MHZ
8 	 11 	 204 	 37.09090909090909 MHZ
8 	 11 	 205 	 37.27272727272727 MHZ
8 	 11 	 206 	 37.45454545454545 MHZ
8 	 11 	 207 	 37.63636363636363 MHZ
8 	 11 	 208 	 37.81818181818182 MHZ
8 	 11 	 209 	 38.0 MHZ
8 	 11 	 210 	 38.18181818181818 MHZ
8 	 11 	 211 	 38.36363636363637 MHZ
8 	 11 	 212 	 38.54545454545455 MHZ
8 	 11 	 213 	 38.72727272727273 MHZ
8 	 11 	 214 	 38.90909090909091 MHZ
8 	 11 	 215 	 39.09090909090909 MHZ
8 	 11 	 216 	 39.27272727272727 MHZ
8 	 11 	 217 	 39.45454545454545 MHZ
8 	 11 	 218 	 39.63636363636363 MHZ
8 	 11 	 219 	 39.81818181818182 MHZ
8 	 11 	 220 	 40.0 MHZ
8 	 11 	 221 	 40.18181818181818 MHZ
8 	 11 	 222 	 40.36363636363637 MHZ
8 	 11 	 223 	 40.54545454545455 MHZ
8 	 11 	 224 	 40.72727272727273 MHZ
8 	 11 	 225 	 40.90909090909091 MHZ
8 	 11 	 226 	 41.09090909090909 MHZ
8 	 11 	 227 	 41.27272727272727 MHZ
8 	 11 	 228 	 41.45454545454545 MHZ
8 	 11 	 229 	 41.63636363636363 MHZ
8 	 11 	 230 	 41.81818181818182 MHZ
8 	 11 	 231 	 42.0 MHZ
8 	 11 	 232 	 42.18181818181818 MHZ
8 	 11 	 233 	 42.36363636363637 MHZ
8 	 11 	 234 	 42.54545454545455 MHZ
8 	 11 	 235 	 42.72727272727273 MHZ
8 	 11 	 236 	 42.90909090909091 MHZ
8 	 11 	 237 	 43.09090909090909 MHZ
8 	 11 	 238 	 43.27272727272727 MHZ
8 	 11 	 239 	 43.45454545454545 MHZ
8 	 11 	 240 	 43.63636363636363 MHZ
8 	 11 	 241 	 43.81818181818182 MHZ
8 	 11 	 242 	 44.0 MHZ
8 	 11 	 243 	 44.18181818181818 MHZ
8 	 11 	 244 	 44.36363636363637 MHZ
8 	 11 	 245 	 44.54545454545455 MHZ
8 	 11 	 246 	 44.72727272727273 MHZ
8 	 11 	 247 	 44.90909090909091 MHZ
8 	 11 	 248 	 45.09090909090909 MHZ
8 	 11 	 249 	 45.27272727272727 MHZ
8 	 11 	 250 	 45.45454545454545 MHZ
8 	 11 	 251 	 45.63636363636363 MHZ
8 	 11 	 252 	 45.81818181818182 MHZ
8 	 11 	 253 	 46.0 MHZ
8 	 11 	 254 	 46.18181818181818 MHZ
8 	 11 	 255 	 46.36363636363637 MHZ
8 	 11 	 256 	 46.54545454545455 MHZ
8 	 11 	 257 	 46.72727272727273 MHZ
8 	 11 	 258 	 46.90909090909091 MHZ
8 	 11 	 259 	 47.09090909090909 MHZ
8 	 11 	 260 	 47.27272727272727 MHZ
8 	 11 	 261 	 47.45454545454545 MHZ
8 	 11 	 262 	 47.63636363636363 MHZ
8 	 11 	 263 	 47.81818181818182 MHZ
8 	 11 	 264 	 48.0 MHZ
8 	 11 	 265 	 48.18181818181818 MHZ
8 	 11 	 266 	 48.36363636363637 MHZ
8 	 11 	 267 	 48.54545454545455 MHZ
8 	 11 	 268 	 48.72727272727273 MHZ
8 	 11 	 269 	 48.90909090909091 MHZ
8 	 11 	 270 	 49.09090909090909 MHZ
8 	 11 	 271 	 49.27272727272727 MHZ
8 	 11 	 272 	 49.45454545454545 MHZ
8 	 11 	 273 	 49.63636363636363 MHZ
8 	 11 	 274 	 49.81818181818182 MHZ
8 	 11 	 275 	 50.0 MHZ
8 	 11 	 276 	 50.18181818181818 MHZ
8 	 11 	 277 	 50.36363636363637 MHZ
8 	 11 	 278 	 50.54545454545455 MHZ
8 	 11 	 279 	 50.72727272727273 MHZ
8 	 11 	 280 	 50.90909090909091 MHZ
8 	 11 	 281 	 51.09090909090909 MHZ
8 	 11 	 282 	 51.27272727272727 MHZ
8 	 11 	 283 	 51.45454545454545 MHZ
8 	 11 	 284 	 51.63636363636363 MHZ
8 	 11 	 285 	 51.81818181818182 MHZ
8 	 11 	 286 	 52.0 MHZ
8 	 11 	 287 	 52.18181818181818 MHZ
8 	 11 	 288 	 52.36363636363637 MHZ
8 	 11 	 289 	 52.54545454545455 MHZ
8 	 11 	 290 	 52.72727272727273 MHZ
8 	 11 	 291 	 52.90909090909091 MHZ
8 	 11 	 292 	 53.09090909090909 MHZ
8 	 11 	 293 	 53.27272727272727 MHZ
8 	 11 	 294 	 53.45454545454545 MHZ
8 	 11 	 295 	 53.63636363636363 MHZ
8 	 11 	 296 	 53.81818181818182 MHZ
8 	 11 	 297 	 54.0 MHZ
8 	 12 	 192 	 32.0 MHZ
8 	 12 	 193 	 32.166666666666664 MHZ
8 	 12 	 194 	 32.333333333333336 MHZ
8 	 12 	 195 	 32.5 MHZ
8 	 12 	 196 	 32.666666666666664 MHZ
8 	 12 	 197 	 32.833333333333336 MHZ
8 	 12 	 198 	 33.0 MHZ
8 	 12 	 199 	 33.166666666666664 MHZ
8 	 12 	 200 	 33.333333333333336 MHZ
8 	 12 	 201 	 33.5 MHZ
8 	 12 	 202 	 33.666666666666664 MHZ
8 	 12 	 203 	 33.833333333333336 MHZ
8 	 12 	 204 	 34.0 MHZ
8 	 12 	 205 	 34.166666666666664 MHZ
8 	 12 	 206 	 34.333333333333336 MHZ
8 	 12 	 207 	 34.5 MHZ
8 	 12 	 208 	 34.666666666666664 MHZ
8 	 12 	 209 	 34.833333333333336 MHZ
8 	 12 	 210 	 35.0 MHZ
8 	 12 	 211 	 35.166666666666664 MHZ
8 	 12 	 212 	 35.333333333333336 MHZ
8 	 12 	 213 	 35.5 MHZ
8 	 12 	 214 	 35.666666666666664 MHZ
8 	 12 	 215 	 35.833333333333336 MHZ
8 	 12 	 216 	 36.0 MHZ
8 	 12 	 217 	 36.166666666666664 MHZ
8 	 12 	 218 	 36.333333333333336 MHZ
8 	 12 	 219 	 36.5 MHZ
8 	 12 	 220 	 36.666666666666664 MHZ
8 	 12 	 221 	 36.833333333333336 MHZ
8 	 12 	 222 	 37.0 MHZ
8 	 12 	 223 	 37.166666666666664 MHZ
8 	 12 	 224 	 37.333333333333336 MHZ
8 	 12 	 225 	 37.5 MHZ
8 	 12 	 226 	 37.666666666666664 MHZ
8 	 12 	 227 	 37.833333333333336 MHZ
8 	 12 	 228 	 38.0 MHZ
8 	 12 	 229 	 38.166666666666664 MHZ
8 	 12 	 230 	 38.333333333333336 MHZ
8 	 12 	 231 	 38.5 MHZ
8 	 12 	 232 	 38.666666666666664 MHZ
8 	 12 	 233 	 38.833333333333336 MHZ
8 	 12 	 234 	 39.0 MHZ
8 	 12 	 235 	 39.166666666666664 MHZ
8 	 12 	 236 	 39.333333333333336 MHZ
8 	 12 	 237 	 39.5 MHZ
8 	 12 	 238 	 39.666666666666664 MHZ
8 	 12 	 239 	 39.833333333333336 MHZ
8 	 12 	 240 	 40.0 MHZ
8 	 12 	 241 	 40.166666666666664 MHZ
8 	 12 	 242 	 40.333333333333336 MHZ
8 	 12 	 243 	 40.5 MHZ
8 	 12 	 244 	 40.666666666666664 MHZ
8 	 12 	 245 	 40.833333333333336 MHZ
8 	 12 	 246 	 41.0 MHZ
8 	 12 	 247 	 41.166666666666664 MHZ
8 	 12 	 248 	 41.333333333333336 MHZ
8 	 12 	 249 	 41.5 MHZ
8 	 12 	 250 	 41.666666666666664 MHZ
8 	 12 	 251 	 41.833333333333336 MHZ
8 	 12 	 252 	 42.0 MHZ
8 	 12 	 253 	 42.166666666666664 MHZ
8 	 12 	 254 	 42.333333333333336 MHZ
8 	 12 	 255 	 42.5 MHZ
8 	 12 	 256 	 42.666666666666664 MHZ
8 	 12 	 257 	 42.833333333333336 MHZ
8 	 12 	 258 	 43.0 MHZ
8 	 12 	 259 	 43.166666666666664 MHZ
8 	 12 	 260 	 43.333333333333336 MHZ
8 	 12 	 261 	 43.5 MHZ
8 	 12 	 262 	 43.666666666666664 MHZ
8 	 12 	 263 	 43.833333333333336 MHZ
8 	 12 	 264 	 44.0 MHZ
8 	 12 	 265 	 44.166666666666664 MHZ
8 	 12 	 266 	 44.333333333333336 MHZ
8 	 12 	 267 	 44.5 MHZ
8 	 12 	 268 	 44.666666666666664 MHZ
8 	 12 	 269 	 44.833333333333336 MHZ
8 	 12 	 270 	 45.0 MHZ
8 	 12 	 271 	 45.166666666666664 MHZ
8 	 12 	 272 	 45.333333333333336 MHZ
8 	 12 	 273 	 45.5 MHZ
8 	 12 	 274 	 45.666666666666664 MHZ
8 	 12 	 275 	 45.833333333333336 MHZ
8 	 12 	 276 	 46.0 MHZ
8 	 12 	 277 	 46.166666666666664 MHZ
8 	 12 	 278 	 46.333333333333336 MHZ
8 	 12 	 279 	 46.5 MHZ
8 	 12 	 280 	 46.666666666666664 MHZ
8 	 12 	 281 	 46.833333333333336 MHZ
8 	 12 	 282 	 47.0 MHZ
8 	 12 	 283 	 47.166666666666664 MHZ
8 	 12 	 284 	 47.333333333333336 MHZ
8 	 12 	 285 	 47.5 MHZ
8 	 12 	 286 	 47.666666666666664 MHZ
8 	 12 	 287 	 47.833333333333336 MHZ
8 	 12 	 288 	 48.0 MHZ
8 	 12 	 289 	 48.166666666666664 MHZ
8 	 12 	 290 	 48.333333333333336 MHZ
8 	 12 	 291 	 48.5 MHZ
8 	 12 	 292 	 48.666666666666664 MHZ
8 	 12 	 293 	 48.833333333333336 MHZ
8 	 12 	 294 	 49.0 MHZ
8 	 12 	 295 	 49.166666666666664 MHZ
8 	 12 	 296 	 49.333333333333336 MHZ
8 	 12 	 297 	 49.5 MHZ
8 	 12 	 298 	 49.666666666666664 MHZ
8 	 12 	 299 	 49.833333333333336 MHZ
8 	 12 	 300 	 50.0 MHZ
8 	 12 	 301 	 50.166666666666664 MHZ
8 	 12 	 302 	 50.333333333333336 MHZ
8 	 12 	 303 	 50.5 MHZ
8 	 12 	 304 	 50.666666666666664 MHZ
8 	 12 	 305 	 50.833333333333336 MHZ
8 	 12 	 306 	 51.0 MHZ
8 	 12 	 307 	 51.166666666666664 MHZ
8 	 12 	 308 	 51.333333333333336 MHZ
8 	 12 	 309 	 51.5 MHZ
8 	 12 	 310 	 51.666666666666664 MHZ
8 	 12 	 311 	 51.833333333333336 MHZ
8 	 12 	 312 	 52.0 MHZ
8 	 12 	 313 	 52.166666666666664 MHZ
8 	 12 	 314 	 52.333333333333336 MHZ
8 	 12 	 315 	 52.5 MHZ
8 	 12 	 316 	 52.666666666666664 MHZ
8 	 12 	 317 	 52.833333333333336 MHZ
8 	 12 	 318 	 53.0 MHZ
8 	 12 	 319 	 53.166666666666664 MHZ
8 	 12 	 320 	 53.333333333333336 MHZ
8 	 12 	 321 	 53.5 MHZ
8 	 12 	 322 	 53.666666666666664 MHZ
8 	 12 	 323 	 53.833333333333336 MHZ
8 	 12 	 324 	 54.0 MHZ
8 	 13 	 192 	 29.53846153846154 MHZ
8 	 13 	 193 	 29.692307692307693 MHZ
8 	 13 	 194 	 29.846153846153847 MHZ
8 	 13 	 195 	 30.0 MHZ
8 	 13 	 196 	 30.153846153846153 MHZ
8 	 13 	 197 	 30.307692307692307 MHZ
8 	 13 	 198 	 30.46153846153846 MHZ
8 	 13 	 199 	 30.615384615384617 MHZ
8 	 13 	 200 	 30.76923076923077 MHZ
8 	 13 	 201 	 30.923076923076923 MHZ
8 	 13 	 202 	 31.076923076923077 MHZ
8 	 13 	 203 	 31.23076923076923 MHZ
8 	 13 	 204 	 31.384615384615383 MHZ
8 	 13 	 205 	 31.53846153846154 MHZ
8 	 13 	 206 	 31.692307692307693 MHZ
8 	 13 	 207 	 31.846153846153847 MHZ
8 	 13 	 208 	 32.0 MHZ
8 	 13 	 209 	 32.15384615384615 MHZ
8 	 13 	 210 	 32.30769230769231 MHZ
8 	 13 	 211 	 32.46153846153846 MHZ
8 	 13 	 212 	 32.61538461538461 MHZ
8 	 13 	 213 	 32.76923076923077 MHZ
8 	 13 	 214 	 32.92307692307692 MHZ
8 	 13 	 215 	 33.07692307692308 MHZ
8 	 13 	 216 	 33.23076923076923 MHZ
8 	 13 	 217 	 33.38461538461539 MHZ
8 	 13 	 218 	 33.53846153846154 MHZ
8 	 13 	 219 	 33.69230769230769 MHZ
8 	 13 	 220 	 33.84615384615385 MHZ
8 	 13 	 221 	 34.0 MHZ
8 	 13 	 222 	 34.15384615384615 MHZ
8 	 13 	 223 	 34.30769230769231 MHZ
8 	 13 	 224 	 34.46153846153846 MHZ
8 	 13 	 225 	 34.61538461538461 MHZ
8 	 13 	 226 	 34.76923076923077 MHZ
8 	 13 	 227 	 34.92307692307692 MHZ
8 	 13 	 228 	 35.07692307692308 MHZ
8 	 13 	 229 	 35.23076923076923 MHZ
8 	 13 	 230 	 35.38461538461539 MHZ
8 	 13 	 231 	 35.53846153846154 MHZ
8 	 13 	 232 	 35.69230769230769 MHZ
8 	 13 	 233 	 35.84615384615385 MHZ
8 	 13 	 234 	 36.0 MHZ
8 	 13 	 235 	 36.15384615384615 MHZ
8 	 13 	 236 	 36.30769230769231 MHZ
8 	 13 	 237 	 36.46153846153846 MHZ
8 	 13 	 238 	 36.61538461538461 MHZ
8 	 13 	 239 	 36.76923076923077 MHZ
8 	 13 	 240 	 36.92307692307692 MHZ
8 	 13 	 241 	 37.07692307692308 MHZ
8 	 13 	 242 	 37.23076923076923 MHZ
8 	 13 	 243 	 37.38461538461539 MHZ
8 	 13 	 244 	 37.53846153846154 MHZ
8 	 13 	 245 	 37.69230769230769 MHZ
8 	 13 	 246 	 37.84615384615385 MHZ
8 	 13 	 247 	 38.0 MHZ
8 	 13 	 248 	 38.15384615384615 MHZ
8 	 13 	 249 	 38.30769230769231 MHZ
8 	 13 	 250 	 38.46153846153846 MHZ
8 	 13 	 251 	 38.61538461538461 MHZ
8 	 13 	 252 	 38.76923076923077 MHZ
8 	 13 	 253 	 38.92307692307692 MHZ
8 	 13 	 254 	 39.07692307692308 MHZ
8 	 13 	 255 	 39.23076923076923 MHZ
8 	 13 	 256 	 39.38461538461539 MHZ
8 	 13 	 257 	 39.53846153846154 MHZ
8 	 13 	 258 	 39.69230769230769 MHZ
8 	 13 	 259 	 39.84615384615385 MHZ
8 	 13 	 260 	 40.0 MHZ
8 	 13 	 261 	 40.15384615384615 MHZ
8 	 13 	 262 	 40.30769230769231 MHZ
8 	 13 	 263 	 40.46153846153846 MHZ
8 	 13 	 264 	 40.61538461538461 MHZ
8 	 13 	 265 	 40.76923076923077 MHZ
8 	 13 	 266 	 40.92307692307692 MHZ
8 	 13 	 267 	 41.07692307692308 MHZ
8 	 13 	 268 	 41.23076923076923 MHZ
8 	 13 	 269 	 41.38461538461539 MHZ
8 	 13 	 270 	 41.53846153846154 MHZ
8 	 13 	 271 	 41.69230769230769 MHZ
8 	 13 	 272 	 41.84615384615385 MHZ
8 	 13 	 273 	 42.0 MHZ
8 	 13 	 274 	 42.15384615384615 MHZ
8 	 13 	 275 	 42.30769230769231 MHZ
8 	 13 	 276 	 42.46153846153846 MHZ
8 	 13 	 277 	 42.61538461538461 MHZ
8 	 13 	 278 	 42.76923076923077 MHZ
8 	 13 	 279 	 42.92307692307692 MHZ
8 	 13 	 280 	 43.07692307692308 MHZ
8 	 13 	 281 	 43.23076923076923 MHZ
8 	 13 	 282 	 43.38461538461539 MHZ
8 	 13 	 283 	 43.53846153846154 MHZ
8 	 13 	 284 	 43.69230769230769 MHZ
8 	 13 	 285 	 43.84615384615385 MHZ
8 	 13 	 286 	 44.0 MHZ
8 	 13 	 287 	 44.15384615384615 MHZ
8 	 13 	 288 	 44.30769230769231 MHZ
8 	 13 	 289 	 44.46153846153846 MHZ
8 	 13 	 290 	 44.61538461538461 MHZ
8 	 13 	 291 	 44.76923076923077 MHZ
8 	 13 	 292 	 44.92307692307692 MHZ
8 	 13 	 293 	 45.07692307692308 MHZ
8 	 13 	 294 	 45.23076923076923 MHZ
8 	 13 	 295 	 45.38461538461539 MHZ
8 	 13 	 296 	 45.53846153846154 MHZ
8 	 13 	 297 	 45.69230769230769 MHZ
8 	 13 	 298 	 45.84615384615385 MHZ
8 	 13 	 299 	 46.0 MHZ
8 	 13 	 300 	 46.15384615384615 MHZ
8 	 13 	 301 	 46.30769230769231 MHZ
8 	 13 	 302 	 46.46153846153846 MHZ
8 	 13 	 303 	 46.61538461538461 MHZ
8 	 13 	 304 	 46.76923076923077 MHZ
8 	 13 	 305 	 46.92307692307692 MHZ
8 	 13 	 306 	 47.07692307692308 MHZ
8 	 13 	 307 	 47.23076923076923 MHZ
8 	 13 	 308 	 47.38461538461539 MHZ
8 	 13 	 309 	 47.53846153846154 MHZ
8 	 13 	 310 	 47.69230769230769 MHZ
8 	 13 	 311 	 47.84615384615385 MHZ
8 	 13 	 312 	 48.0 MHZ
8 	 13 	 313 	 48.15384615384615 MHZ
8 	 13 	 314 	 48.30769230769231 MHZ
8 	 13 	 315 	 48.46153846153846 MHZ
8 	 13 	 316 	 48.61538461538461 MHZ
8 	 13 	 317 	 48.76923076923077 MHZ
8 	 13 	 318 	 48.92307692307692 MHZ
8 	 13 	 319 	 49.07692307692308 MHZ
8 	 13 	 320 	 49.23076923076923 MHZ
8 	 13 	 321 	 49.38461538461539 MHZ
8 	 13 	 322 	 49.53846153846154 MHZ
8 	 13 	 323 	 49.69230769230769 MHZ
8 	 13 	 324 	 49.84615384615385 MHZ
8 	 13 	 325 	 50.0 MHZ
8 	 13 	 326 	 50.15384615384615 MHZ
8 	 13 	 327 	 50.30769230769231 MHZ
8 	 13 	 328 	 50.46153846153846 MHZ
8 	 13 	 329 	 50.61538461538461 MHZ
8 	 13 	 330 	 50.76923076923077 MHZ
8 	 13 	 331 	 50.92307692307692 MHZ
8 	 13 	 332 	 51.07692307692308 MHZ
8 	 13 	 333 	 51.23076923076923 MHZ
8 	 13 	 334 	 51.38461538461539 MHZ
8 	 13 	 335 	 51.53846153846154 MHZ
8 	 13 	 336 	 51.69230769230769 MHZ
8 	 13 	 337 	 51.84615384615385 MHZ
8 	 13 	 338 	 52.0 MHZ
8 	 13 	 339 	 52.15384615384615 MHZ
8 	 13 	 340 	 52.30769230769231 MHZ
8 	 13 	 341 	 52.46153846153846 MHZ
8 	 13 	 342 	 52.61538461538461 MHZ
8 	 13 	 343 	 52.76923076923077 MHZ
8 	 13 	 344 	 52.92307692307692 MHZ
8 	 13 	 345 	 53.07692307692308 MHZ
8 	 13 	 346 	 53.23076923076923 MHZ
8 	 13 	 347 	 53.38461538461539 MHZ
8 	 13 	 348 	 53.53846153846154 MHZ
8 	 13 	 349 	 53.69230769230769 MHZ
