Enter Input Clock in MHZ
Enable boundary check? (y/n)
P	M	N	CLK
6 	 8 	 216 	 72.0 MHZ
6 	 9 	 192 	 56.888888888888886 MHZ
6 	 9 	 193 	 57.18518518518518 MHZ
6 	 9 	 194 	 57.48148148148149 MHZ
6 	 9 	 195 	 57.77777777777778 MHZ
6 	 9 	 196 	 58.074074074074076 MHZ
6 	 9 	 197 	 58.370370370370374 MHZ
6 	 9 	 198 	 58.666666666666664 MHZ
6 	 9 	 199 	 58.96296296296296 MHZ
6 	 9 	 200 	 59.25925925925926 MHZ
6 	 9 	 201 	 59.55555555555555 MHZ
6 	 9 	 202 	 59.85185185185185 MHZ
6 	 9 	 203 	 60.14814814814815 MHZ
6 	 9 	 204 	 60.44444444444445 MHZ
6 	 9 	 205 	 60.74074074074074 MHZ
6 	 9 	 206 	 61.03703703703704 MHZ
6 	 9 	 207 	 61.333333333333336 MHZ
6 	 9 	 208 	 61.629629629629626 MHZ
6 	 9 	 209 	 61.925925925925924 MHZ
6 	 9 	 210 	 62.22222222222222 MHZ
6 	 9 	 211 	 62.51851851851851 MHZ
6 	 9 	 212 	 62.81481481481482 MHZ
6 	 9 	 213 	 63.111111111111114 MHZ
6 	 9 	 214 	 63.40740740740741 MHZ
6 	 9 	 215 	 63.7037037037037 MHZ
6 	 9 	 216 	 64.0 MHZ
6 	 9 	 217 	 64.29629629629629 MHZ
6 	 9 	 218 	 64.5925925925926 MHZ
6 	 9 	 219 	 64.88888888888889 MHZ
6 	 9 	 220 	 65.18518518518518 MHZ
6 	 9 	 221 	 65.48148148148148 MHZ
6 	 9 	 222 	 65.77777777777779 MHZ
6 	 9 	 223 	 66.07407407407408 MHZ
6 	 9 	 224 	 66.37037037037037 MHZ
6 	 9 	 225 	 66.66666666666667 MHZ
6 	 9 	 226 	 66.96296296296296 MHZ
6 	 9 	 227 	 67.25925925925925 MHZ
6 	 9 	 228 	 67.55555555555556 MHZ
6 	 9 	 229 	 67.85185185185185 MHZ
6 	 9 	 230 	 68.14814814814815 MHZ
6 	 9 	 231 	 68.44444444444444 MHZ
6 	 9 	 232 	 68.74074074074075 MHZ
6 	 9 	 233 	 69.03703703703704 MHZ
6 	 9 	 234 	 69.33333333333333 MHZ
6 	 9 	 235 	 69.62962962962963 MHZ
6 	 9 	 236 	 69.92592592592592 MHZ
6 	 9 	 237 	 70.22222222222221 MHZ
6 	 9 	 238 	 70.51851851851852 MHZ
6 	 9 	 239 	 70.81481481481482 MHZ
6 	 9 	 240 	 71.11111111111111 MHZ
6 	 9 	 241 	 71.4074074074074 MHZ
6 	 9 	 242 	 71.70370370370371 MHZ
6 	 9 	 243 	 72.0 MHZ
6 	 10 	 192 	 51.199999999999996 MHZ
6 	 10 	 193 	 51.46666666666667 MHZ
6 	 10 	 194 	 51.73333333333333 MHZ
6 	 10 	 195 	 52.0 MHZ
6 	 10 	 196 	 52.26666666666667 MHZ
6 	 10 	 197 	 52.53333333333333 MHZ
6 	 10 	 198 	 52.800000000000004 MHZ
6 	 10 	 199 	 53.06666666666666 MHZ
6 	 10 	 200 	 53.333333333333336 MHZ
6 	 10 	 201 	 53.6 MHZ
6 	 10 	 202 	 53.86666666666667 MHZ
6 	 10 	 203 	 54.13333333333333 MHZ
6 	 10 	 204 	 54.4 MHZ
6 	 10 	 205 	 54.666666666666664 MHZ
6 	 10 	 206 	 54.93333333333334 MHZ
6 	 10 	 207 	 55.199999999999996 MHZ
6 	 10 	 208 	 55.46666666666667 MHZ
6 	 10 	 209 	 55.73333333333333 MHZ
6 	 10 	 210 	 56.0 MHZ
6 	 10 	 211 	 56.26666666666667 MHZ
6 	 10 	 212 	 56.53333333333333 MHZ
6 	 10 	 213 	 56.800000000000004 MHZ
6 	 10 	 214 	 57.06666666666666 MHZ
6 	 10 	 215 	 57.333333333333336 MHZ
6 	 10 	 216 	 57.6 MHZ
6 	 10 	 217 	 57.86666666666667 MHZ
6 	 10 	 218 	 58.13333333333333 MHZ
6 	 10 	 219 	 58.4 MHZ
6 	 10 	 220 	 58.666666666666664 MHZ
6 	 10 	 221 	 58.93333333333334 MHZ
6 	 10 	 222 	 59.199999999999996 MHZ
6 	 10 	 223 	 59.46666666666667 MHZ
6 	 10 	 224 	 59.73333333333333 MHZ
6 	 10 	 225 	 60.0 MHZ
6 	 10 	 226 	 60.26666666666667 MHZ
6 	 10 	 227 	 60.53333333333333 MHZ
6 	 10 	 228 	 60.800000000000004 MHZ
6 	 10 	 229 	 61.06666666666666 MHZ
6 	 10 	 230 	 61.333333333333336 MHZ
6 	 10 	 231 	 61.6 MHZ
6 	 10 	 232 	 61.86666666666667 MHZ
6 	 10 	 233 	 62.13333333333333 MHZ
6 	 10 	 234 	 62.4 MHZ
6 	 10 	 235 	 62.666666666666664 MHZ
6 	 10 	 236 	 62.93333333333334 MHZ
6 	 10 	 237 	 63.199999999999996 MHZ
6 	 10 	 238 	 63.46666666666667 MHZ
6 	 10 	 239 	 63.73333333333333 MHZ
6 	 10 	 240 	 64.0 MHZ
6 	 10 	 241 	 64.26666666666667 MHZ
6 	 10 	 242 	 64.53333333333333 MHZ
6 	 10 	 243 	 64.8 MHZ
6 	 10 	 244 	 65.06666666666666 MHZ
6 	 10 	 245 	 65.33333333333333 MHZ
6 	 10 	 246 	 65.60000000000001 MHZ
6 	 10 	 247 	 65.86666666666666 MHZ
6 	 10 	 248 	 66.13333333333334 MHZ
6 	 10 	 249 	 66.39999999999999 MHZ
6 	 10 	 250 	 66.66666666666667 MHZ
6 	 10 	 251 	 66.93333333333334 MHZ
6 	 10 	 252 	 67.2 MHZ
6 	 10 	 253 	 67.46666666666667 MHZ
6 	 10 	 254 	 67.73333333333333 MHZ
6 	 10 	 255 	 68.0 MHZ
6 	 10 	 256 	 68.26666666666667 MHZ
6 	 10 	 257 	 68.53333333333333 MHZ
6 	 10 	 258 	 68.8 MHZ
6 	 10 	 259 	 69.06666666666666 MHZ
6 	 10 	 260 	 69.33333333333333 MHZ
6 	 10 	 261 	 69.60000000000001 MHZ
6 	 10 	 262 	 69.86666666666666 MHZ
6 	 10 	 263 	 70.13333333333334 MHZ
6 	 10 	 264 	 70.39999999999999 MHZ
6 	 10 	 265 	 70.66666666666667 MHZ
6 	 10 	 266 	 70.93333333333334 MHZ
6 	 10 	 267 	 71.2 MHZ
6 	 10 	 268 	 71.46666666666667 MHZ
6 	 10 	 269 	 71.73333333333333 MHZ
6 	 10 	 270 	 72.0 MHZ
6 	 11 	 192 	 46.54545454545454 MHZ
6 	 11 	 193 	 46.78787878787879 MHZ
6 	 11 	 194 	 47.03030303030303 MHZ
6 	 11 	 195 	 47.27272727272727 MHZ
6 	 11 	 196 	 47.51515151515151 MHZ
6 	 11 	 197 	 47.75757575757576 MHZ
6 	 11 	 198 	 48.0 MHZ
6 	 11 	 199 	 48.24242424242424 MHZ
6 	 11 	 200 	 48.48484848484849 MHZ
6 	 11 	 201 	 48.72727272727273 MHZ
6 	 11 	 202 	 48.96969696969697 MHZ
6 	 11 	 203 	 49.21212121212121 MHZ
6 	 11 	 204 	 49.45454545454546 MHZ
6 	 11 	 205 	 49.696969696969695 MHZ
6 	 11 	 206 	 49.93939393939394 MHZ
6 	 11 	 207 	 50.18181818181818 MHZ
6 	 11 	 208 	 50.42424242424243 MHZ
6 	 11 	 209 	 50.666666666666664 MHZ
6 	 11 	 210 	 50.90909090909091 MHZ
6 	 11 	 211 	 51.151515151515156 MHZ
6 	 11 	 212 	 51.3939393939394 MHZ
6 	 11 	 213 	 51.63636363636363 MHZ
6 	 11 	 214 	 51.878787878787875 MHZ
6 	 11 	 215 	 52.121212121212125 MHZ
6 	 11 	 216 	 52.36363636363637 MHZ
6 	 11 	 217 	 52.6060606060606 MHZ
6 	 11 	 218 	 52.848484848484844 MHZ
6 	 11 	 219 	 53.09090909090909 MHZ
6 	 11 	 220 	 53.333333333333336 MHZ
6 	 11 	 221 	 53.57575757575757 MHZ
6 	 11 	 222 	 53.81818181818182 MHZ
6 	 11 	 223 	 54.06060606060606 MHZ
6 	 11 	 224 	 54.303030303030305 MHZ
6 	 11 	 225 	 54.54545454545454 MHZ
6 	 11 	 226 	 54.78787878787879 MHZ
6 	 11 	 227 	 55.03030303030303 MHZ
6 	 11 	 228 	 55.27272727272727 MHZ
6 	 11 	 229 	 55.51515151515151 MHZ
6 	 11 	 230 	 55.75757575757576 MHZ
6 	 11 	 231 	 56.0 MHZ
6 	 11 	 232 	 56.24242424242424 MHZ
6 	 11 	 233 	 56.48484848484849 MHZ
6 	 11 	 234 	 56.72727272727273 MHZ
6 	 11 	 235 	 56.96969696969697 MHZ
6 	 11 	 236 	 57.21212121212121 MHZ
6 	 11 	 237 	 57.45454545454546 MHZ
6 	 11 	 238 	 57.696969696969695 MHZ
6 	 11 	 239 	 57.93939393939394 MHZ
6 	 11 	 240 	 58.18181818181818 MHZ
6 	 11 	 241 	 58.42424242424243 MHZ
6 	 11 	 242 	 58.666666666666664 MHZ
6 	 11 	 243 	 58.90909090909091 MHZ
6 	 11 	 244 	 59.151515151515156 MHZ
6 	 11 	 245 	 59.3939393939394 MHZ
6 	 11 	 246 	 59.63636363636363 MHZ
6 	 11 	 247 	 59.878787878787875 MHZ
6 	 11 	 248 	 60.121212121212125 MHZ
6 	 11 	 249 	 60.36363636363637 MHZ
6 	 11 	 250 	 60.6060606060606 MHZ
6 	 11 	 251 	 60.848484848484844 MHZ
6 	 11 	 252 	 61.09090909090909 MHZ
6 	 11 	 253 	 61.333333333333336 MHZ
6 	 11 	 254 	 61.57575757575757 MHZ
6 	 11 	 255 	 61.81818181818182 MHZ
6 	 11 	 256 	 62.06060606060606 MHZ
6 	 11 	 257 	 62.303030303030305 MHZ
6 	 11 	 258 	 62.54545454545454 MHZ
6 	 11 	 259 	 62.78787878787879 MHZ
6 	 11 	 260 	 63.03030303030303 MHZ
6 	 11 	 261 	 63.27272727272727 MHZ
6 	 11 	 262 	 63.51515151515151 MHZ
6 	 11 	 263 	 63.75757575757576 MHZ
6 	 11 	 264 	 64.0 MHZ
6 	 11 	 265 	 64.24242424242424 MHZ
6 	 11 	 266 	 64.48484848484848 MHZ
6 	 11 	 267 	 64.72727272727273 MHZ
6 	 11 	 268 	 64.96969696969697 MHZ
6 	 11 	 269 	 65.2121212121212 MHZ
6 	 11 	 270 	 65.45454545454545 MHZ
6 	 11 	 271 	 65.6969696969697 MHZ
6 	 11 	 272 	 65.93939393939394 MHZ
6 	 11 	 273 	 66.18181818181817 MHZ
6 	 11 	 274 	 66.42424242424242 MHZ
6 	 11 	 275 	 66.66666666666667 MHZ
6 	 11 	 276 	 66.9090909090909 MHZ
6 	 11 	 277 	 67.15151515151516 MHZ
6 	 11 	 278 	 67.39393939393939 MHZ
6 	 11 	 279 	 67.63636363636364 MHZ
6 	 11 	 280 	 67.87878787878788 MHZ
6 	 11 	 281 	 68.12121212121212 MHZ
6 	 11 	 282 	 68.36363636363636 MHZ
6 	 11 	 283 	 68.60606060606061 MHZ
6 	 11 	 284 	 68.84848484848484 MHZ
6 	 11 	 285 	 69.0909090909091 MHZ
6 	 11 	 286 	 69.33333333333333 MHZ
6 	 11 	 287 	 69.57575757575758 MHZ
6 	 11 	 288 	 69.81818181818183 MHZ
6 	 11 	 289 	 70.06060606060606 MHZ
6 	 11 	 290 	 70.3030303030303 MHZ
6 	 11 	 291 	 70.54545454545455 MHZ
6 	 11 	 292 	 70.7878787878788 MHZ
6 	 11 	 293 	 71.03030303030303 MHZ
6 	 11 	 294 	 71.27272727272727 MHZ
6 	 11 	 295 	 71.51515151515152 MHZ
6 	 11 	 296 	 71.75757575757576 MHZ
6 	 11 	 297 	 72.0 MHZ
6 	 12 	 192 	 42.666666666666664 MHZ
6 	 12 	 193 	 42.888888888888886 MHZ
6 	 12 	 194 	 43.111111111111114 MHZ
6 	 12 	 195 	 43.333333333333336 MHZ
6 	 12 	 196 	 43.55555555555555 MHZ
6 	 12 	 197 	 43.77777777777778 MHZ
6 	 12 	 198 	 44.0 MHZ
6 	 12 	 199 	 44.22222222222222 MHZ
6 	 12 	 200 	 44.44444444444445 MHZ
6 	 12 	 201 	 44.666666666666664 MHZ
6 	 12 	 202 	 44.888888888888886 MHZ
6 	 12 	 203 	 45.111111111111114 MHZ
6 	 12 	 204 	 45.333333333333336 MHZ
6 	 12 	 205 	 45.55555555555555 MHZ
6 	 12 	 206 	 45.77777777777778 MHZ
6 	 12 	 207 	 46.0 MHZ
6 	 12 	 208 	 46.22222222222222 MHZ
6 	 12 	 209 	 46.44444444444445 MHZ
6 	 12 	 210 	 46.666666666666664 MHZ
6 	 12 	 211 	 46.888888888888886 MHZ
6 	 12 	 212 	 47.111111111111114 MHZ
6 	 12 	 213 	 47.333333333333336 MHZ
6 	 12 	 214 	 47.55555555555555 MHZ
6 	 12 	 215 	 47.77777777777778 MHZ
6 	 12 	 216 	 48.0 MHZ
6 	 12 	 217 	 48.22222222222222 MHZ
6 	 12 	 218 	 48.44444444444445 MHZ
6 	 12 	 219 	 48.666666666666664 MHZ
6 	 12 	 220 	 48.888888888888886 MHZ
6 	 12 	 221 	 49.111111111111114 MHZ
6 	 12 	 222 	 49.333333333333336 MHZ
6 	 12 	 223 	 49.55555555555555 MHZ
6 	 12 	 224 	 49.77777777777778 MHZ
6 	 12 	 225 	 50.0 MHZ
6 	 12 	 226 	 50.22222222222222 MHZ
6 	 12 	 227 	 50.44444444444445 MHZ
6 	 12 	 228 	 50.666666666666664 MHZ
6 	 12 	 229 	 50.888888888888886 MHZ
6 	 12 	 230 	 51.111111111111114 MHZ
6 	 12 	 231 	 51.333333333333336 MHZ
6 	 12 	 232 	 51.55555555555555 MHZ
6 	 12 	 233 	 51.77777777777778 MHZ
6 	 12 	 234 	 52.0 MHZ
6 	 12 	 235 	 52.22222222222222 MHZ
6 	 12 	 236 	 52.44444444444445 MHZ
6 	 12 	 237 	 52.666666666666664 MHZ
6 	 12 	 238 	 52.888888888888886 MHZ
6 	 12 	 239 	 53.111111111111114 MHZ
6 	 12 	 240 	 53.333333333333336 MHZ
6 	 12 	 241 	 53.55555555555555 MHZ
6 	 12 	 242 	 53.77777777777778 MHZ
6 	 12 	 243 	 54.0 MHZ
6 	 12 	 244 	 54.22222222222222 MHZ
6 	 12 	 245 	 54.44444444444445 MHZ
6 	 12 	 246 	 54.666666666666664 MHZ
6 	 12 	 247 	 54.888888888888886 MHZ
6 	 12 	 248 	 55.111111111111114 MHZ
6 	 12 	 249 	 55.333333333333336 MHZ
6 	 12 	 250 	 55.55555555555555 MHZ
6 	 12 	 251 	 55.77777777777778 MHZ
6 	 12 	 252 	 56.0 MHZ
6 	 12 	 253 	 56.22222222222222 MHZ
6 	 12 	 254 	 56.44444444444445 MHZ
6 	 12 	 255 	 56.666666666666664 MHZ
6 	 12 	 256 	 56.888888888888886 MHZ
6 	 12 	 257 	 57.111111111111114 MHZ
6 	 12 	 258 	 57.333333333333336 MHZ
6 	 12 	 259 	 57.55555555555555 MHZ
6 	 12 	 260 	 57.77777777777778 MHZ
6 	 12 	 261 	 58.0 MHZ
6 	 12 	 262 	 58.22222222222222 MHZ
6 	 12 	 263 	 58.44444444444445 MHZ
6 	 12 	 264 	 58.666666666666664 MHZ
6 	 12 	 265 	 58.888888888888886 MHZ
6 	 12 	 266 	 59.111111111111114 MHZ
6 	 12 	 267 	 59.333333333333336 MHZ
6 	 12 	 268 	 59.55555555555555 MHZ
6 	 12 	 269 	 59.77777777777778 MHZ
6 	 12 	 270 	 60.0 MHZ
6 	 12 	 271 	 60.22222222222222 MHZ
6 	 12 	 272 	 60.44444444444445 MHZ
6 	 12 	 273 	 60.666666666666664 MHZ
6 	 12 	 274 	 60.888888888888886 MHZ
6 	 12 	 275 	 61.111111111111114 MHZ
6 	 12 	 276 	 61.333333333333336 MHZ
6 	 12 	 277 	 61.55555555555555 MHZ
6 	 12 	 278 	 61.77777777777778 MHZ
6 	 12 	 279 	 62.0 MHZ
6 	 12 	 280 	 62.22222222222222 MHZ
6 	 12 	 281 	 62.44444444444445 MHZ
6 	 12 	 282 	 62.666666666666664 MHZ
6 	 12 	 283 	 62.888888888888886 MHZ
6 	 12 	 284 	 63.111111111111114 MHZ
6 	 12 	 285 	 63.333333333333336 MHZ
6 	 12 	 286 	 63.55555555555555 MHZ
6 	 12 	 287 	 63.77777777777778 MHZ
6 	 12 	 288 	 64.0 MHZ
6 	 12 	 289 	 64.22222222222221 MHZ
6 	 12 	 290 	 64.44444444444444 MHZ
6 	 12 	 291 	 64.66666666666667 MHZ
6 	 12 	 292 	 64.88888888888889 MHZ
6 	 12 	 293 	 65.11111111111111 MHZ
6 	 12 	 294 	 65.33333333333333 MHZ
6 	 12 	 295 	 65.55555555555556 MHZ
6 	 12 	 296 	 65.77777777777779 MHZ
6 	 12 	 297 	 66.0 MHZ
6 	 12 	 298 	 66.22222222222221 MHZ
6 	 12 	 299 	 66.44444444444444 MHZ
6 	 12 	 300 	 66.66666666666667 MHZ
6 	 12 	 301 	 66.88888888888889 MHZ
6 	 12 	 302 	 67.11111111111111 MHZ
6 	 12 	 303 	 67.33333333333333 MHZ
6 	 12 	 304 	 67.55555555555556 MHZ
6 	 12 	 305 	 67.77777777777779 MHZ
6 	 12 	 306 	 68.0 MHZ
6 	 12 	 307 	 68.22222222222221 MHZ
6 	 12 	 308 	 68.44444444444444 MHZ
6 	 12 	 309 	 68.66666666666667 MHZ
6 	 12 	 310 	 68.88888888888889 MHZ
6 	 12 	 311 	 69.11111111111111 MHZ
6 	 12 	 312 	 69.33333333333333 MHZ
6 	 12 	 313 	 69.55555555555556 MHZ
6 	 12 	 314 	 69.77777777777779 MHZ
6 	 12 	 315 	 70.0 MHZ
6 	 12 	 316 	 70.22222222222221 MHZ
6 	 12 	 317 	 70.44444444444444 MHZ
6 	 12 	 318 	 70.66666666666667 MHZ
6 	 12 	 319 	 70.88888888888889 MHZ
6 	 12 	 320 	 71.11111111111111 MHZ
6 	 12 	 321 	 71.33333333333333 MHZ
6 	 12 	 322 	 71.55555555555556 MHZ
6 	 12 	 323 	 71.77777777777779 MHZ
6 	 12 	 324 	 72.0 MHZ
6 	 13 	 192 	 39.38461538461539 MHZ
6 	 13 	 193 	 39.58974358974359 MHZ
6 	 13 	 194 	 39.794871794871796 MHZ
6 	 13 	 195 	 40.0 MHZ
6 	 13 	 196 	 40.205128205128204 MHZ
6 	 13 	 197 	 40.41025641025641 MHZ
6 	 13 	 198 	 40.61538461538461 MHZ
6 	 13 	 199 	 40.820512820512825 MHZ
6 	 13 	 200 	 41.02564102564103 MHZ
6 	 13 	 201 	 41.23076923076923 MHZ
6 	 13 	 202 	 41.43589743589744 MHZ
6 	 13 	 203 	 41.64102564102564 MHZ
6 	 13 	 204 	 41.84615384615385 MHZ
6 	 13 	 205 	 42.05128205128205 MHZ
6 	 13 	 206 	 42.256410256410255 MHZ
6 	 13 	 207 	 42.46153846153846 MHZ
6 	 13 	 208 	 42.666666666666664 MHZ
6 	 13 	 209 	 42.87179487179487 MHZ
6 	 13 	 210 	 43.07692307692307 MHZ
6 	 13 	 211 	 43.28205128205128 MHZ
6 	 13 	 212 	 43.48717948717948 MHZ
6 	 13 	 213 	 43.692307692307686 MHZ
6 	 13 	 214 	 43.89743589743589 MHZ
6 	 13 	 215 	 44.10256410256411 MHZ
6 	 13 	 216 	 44.307692307692314 MHZ
6 	 13 	 217 	 44.51282051282052 MHZ
6 	 13 	 218 	 44.71794871794872 MHZ
6 	 13 	 219 	 44.92307692307693 MHZ
6 	 13 	 220 	 45.12820512820513 MHZ
6 	 13 	 221 	 45.333333333333336 MHZ
6 	 13 	 222 	 45.53846153846154 MHZ
6 	 13 	 223 	 45.743589743589745 MHZ
6 	 13 	 224 	 45.94871794871795 MHZ
6 	 13 	 225 	 46.15384615384615 MHZ
6 	 13 	 226 	 46.35897435897436 MHZ
6 	 13 	 227 	 46.56410256410256 MHZ
6 	 13 	 228 	 46.769230769230774 MHZ
6 	 13 	 229 	 46.97435897435898 MHZ
6 	 13 	 230 	 47.17948717948718 MHZ
6 	 13 	 231 	 47.38461538461539 MHZ
6 	 13 	 232 	 47.58974358974359 MHZ
6 	 13 	 233 	 47.794871794871796 MHZ
6 	 13 	 234 	 48.0 MHZ
6 	 13 	 235 	 48.205128205128204 MHZ
6 	 13 	 236 	 48.41025641025641 MHZ
6 	 13 	 237 	 48.61538461538461 MHZ
6 	 13 	 238 	 48.82051282051282 MHZ
6 	 13 	 239 	 49.02564102564102 MHZ
6 	 13 	 240 	 49.230769230769226 MHZ
6 	 13 	 241 	 49.43589743589744 MHZ
6 	 13 	 242 	 49.64102564102564 MHZ
6 	 13 	 243 	 49.84615384615385 MHZ
6 	 13 	 244 	 50.05128205128205 MHZ
6 	 13 	 245 	 50.256410256410255 MHZ
6 	 13 	 246 	 50.46153846153846 MHZ
6 	 13 	 247 	 50.666666666666664 MHZ
6 	 13 	 248 	 50.87179487179487 MHZ
6 	 13 	 249 	 51.07692307692307 MHZ
6 	 13 	 250 	 51.28205128205128 MHZ
6 	 13 	 251 	 51.48717948717948 MHZ
6 	 13 	 252 	 51.692307692307686 MHZ
6 	 13 	 253 	 51.89743589743589 MHZ
6 	 13 	 254 	 52.10256410256411 MHZ
6 	 13 	 255 	 52.307692307692314 MHZ
6 	 13 	 256 	 52.51282051282052 MHZ
6 	 13 	 257 	 52.71794871794872 MHZ
6 	 13 	 258 	 52.92307692307693 MHZ
6 	 13 	 259 	 53.12820512820513 MHZ
6 	 13 	 260 	 53.333333333333336 MHZ
6 	 13 	 261 	 53.53846153846154 MHZ
6 	 13 	 262 	 53.743589743589745 MHZ
6 	 13 	 263 	 53.94871794871795 MHZ
6 	 13 	 264 	 54.15384615384615 MHZ
6 	 13 	 265 	 54.35897435897436 MHZ
6 	 13 	 266 	 54.56410256410256 MHZ
6 	 13 	 267 	 54.769230769230774 MHZ
6 	 13 	 268 	 54.97435897435898 MHZ
6 	 13 	 269 	 55.17948717948718 MHZ
6 	 13 	 270 	 55.38461538461539 MHZ
6 	 13 	 271 	 55.58974358974359 MHZ
6 	 13 	 272 	 55.794871794871796 MHZ
6 	 13 	 273 	 56.0 MHZ
6 	 13 	 274 	 56.205128205128204 MHZ
6 	 13 	 275 	 56.41025641025641 MHZ
6 	 13 	 276 	 56.61538461538461 MHZ
6 	 13 	 277 	 56.82051282051282 MHZ
6 	 13 	 278 	 57.02564102564102 MHZ
6 	 13 	 279 	 57.230769230769226 MHZ
6 	 13 	 280 	 57.43589743589744 MHZ
6 	 13 	 281 	 57.64102564102564 MHZ
6 	 13 	 282 	 57.84615384615385 MHZ
6 	 13 	 283 	 58.05128205128205 MHZ
6 	 13 	 284 	 58.256410256410255 MHZ
6 	 13 	 285 	 58.46153846153846 MHZ
6 	 13 	 286 	 58.666666666666664 MHZ
6 	 13 	 287 	 58.87179487179487 MHZ
6 	 13 	 288 	 59.07692307692307 MHZ
6 	 13 	 289 	 59.28205128205128 MHZ
6 	 13 	 290 	 59.48717948717948 MHZ
6 	 13 	 291 	 59.692307692307686 MHZ
6 	 13 	 292 	 59.89743589743589 MHZ
6 	 13 	 293 	 60.10256410256411 MHZ
6 	 13 	 294 	 60.307692307692314 MHZ
6 	 13 	 295 	 60.51282051282052 MHZ
6 	 13 	 296 	 60.71794871794872 MHZ
6 	 13 	 297 	 60.92307692307693 MHZ
6 	 13 	 298 	 61.12820512820513 MHZ
6 	 13 	 299 	 61.333333333333336 MHZ
6 	 13 	 300 	 61.53846153846154 MHZ
6 	 13 	 301 	 61.743589743589745 MHZ
6 	 13 	 302 	 61.94871794871795 MHZ
6 	 13 	 303 	 62.15384615384615 MHZ
6 	 13 	 304 	 62.35897435897436 MHZ
6 	 13 	 305 	 62.56410256410256 MHZ
6 	 13 	 306 	 62.769230769230774 MHZ
6 	 13 	 307 	 62.97435897435898 MHZ
6 	 13 	 308 	 63.17948717948718 MHZ
6 	 13 	 309 	 63.38461538461539 MHZ
6 	 13 	 310 	 63.58974358974359 MHZ
6 	 13 	 311 	 63.794871794871796 MHZ
6 	 13 	 312 	 64.0 MHZ
6 	 13 	 313 	 64.2051282051282 MHZ
6 	 13 	 314 	 64.41025641025641 MHZ
6 	 13 	 315 	 64.61538461538461 MHZ
6 	 13 	 316 	 64.82051282051282 MHZ
6 	 13 	 317 	 65.02564102564102 MHZ
6 	 13 	 318 	 65.23076923076923 MHZ
6 	 13 	 319 	 65.43589743589745 MHZ
6 	 13 	 320 	 65.64102564102565 MHZ
6 	 13 	 321 	 65.84615384615385 MHZ
6 	 13 	 322 	 66.05128205128206 MHZ
6 	 13 	 323 	 66.25641025641026 MHZ
6 	 13 	 324 	 66.46153846153847 MHZ
6 	 13 	 325 	 66.66666666666667 MHZ
6 	 13 	 326 	 66.87179487179488 MHZ
6 	 13 	 327 	 67.07692307692308 MHZ
6 	 13 	 328 	 67.28205128205128 MHZ
6 	 13 	 329 	 67.48717948717949 MHZ
6 	 13 	 330 	 67.6923076923077 MHZ
6 	 13 	 331 	 67.8974358974359 MHZ
6 	 13 	 332 	 68.1025641025641 MHZ
6 	 13 	 333 	 68.3076923076923 MHZ
6 	 13 	 334 	 68.51282051282051 MHZ
6 	 13 	 335 	 68.71794871794872 MHZ
6 	 13 	 336 	 68.92307692307692 MHZ
6 	 13 	 337 	 69.12820512820512 MHZ
6 	 13 	 338 	 69.33333333333333 MHZ
6 	 13 	 339 	 69.53846153846153 MHZ
6 	 13 	 340 	 69.74358974358974 MHZ
6 	 13 	 341 	 69.94871794871794 MHZ
6 	 13 	 342 	 70.15384615384615 MHZ
6 	 13 	 343 	 70.35897435897435 MHZ
6 	 13 	 344 	 70.56410256410255 MHZ
6 	 13 	 345 	 70.76923076923077 MHZ
6 	 13 	 346 	 70.97435897435898 MHZ
6 	 13 	 347 	 71.17948717948718 MHZ
6 	 13 	 348 	 71.38461538461539 MHZ
6 	 13 	 349 	 71.58974358974359 MHZ
6 	 13 	 350 	 71.7948717948718 MHZ
6 	 13 	 351 	 72.0 MHZ
6 	 14 	 192 	 36.57142857142857 MHZ
6 	 14 	 193 	 36.761904761904766 MHZ
6 	 14 	 194 	 36.952380952380956 MHZ
6 	 14 	 195 	 37.142857142857146 MHZ
6 	 14 	 196 	 37.333333333333336 MHZ
6 	 14 	 197 	 37.523809523809526 MHZ
6 	 14 	 198 	 37.714285714285715 MHZ
6 	 14 	 199 	 37.904761904761905 MHZ
6 	 14 	 200 	 38.095238095238095 MHZ
6 	 14 	 201 	 38.285714285714285 MHZ
6 	 14 	 202 	 38.476190476190474 MHZ
6 	 14 	 203 	 38.666666666666664 MHZ
6 	 14 	 204 	 38.857142857142854 MHZ
6 	 14 	 205 	 39.047619047619044 MHZ
6 	 14 	 206 	 39.238095238095234 MHZ
6 	 14 	 207 	 39.42857142857143 MHZ
6 	 14 	 208 	 39.61904761904762 MHZ
6 	 14 	 209 	 39.80952380952381 MHZ
6 	 14 	 210 	 40.0 MHZ
6 	 14 	 211 	 40.19047619047619 MHZ
6 	 14 	 212 	 40.38095238095238 MHZ
6 	 14 	 213 	 40.57142857142857 MHZ
6 	 14 	 214 	 40.761904761904766 MHZ
6 	 14 	 215 	 40.952380952380956 MHZ
6 	 14 	 216 	 41.142857142857146 MHZ
6 	 14 	 217 	 41.333333333333336 MHZ
6 	 14 	 218 	 41.523809523809526 MHZ
6 	 14 	 219 	 41.714285714285715 MHZ
6 	 14 	 220 	 41.904761904761905 MHZ
6 	 14 	 221 	 42.095238095238095 MHZ
6 	 14 	 222 	 42.285714285714285 MHZ
6 	 14 	 223 	 42.476190476190474 MHZ
6 	 14 	 224 	 42.666666666666664 MHZ
6 	 14 	 225 	 42.85714285714286 MHZ
